1 37 -336 -91 28800 29113 28860 28547 28996 28680 28993 29246 28933 28680 28346 28662 28996 28610 28923 29176 28863 28610 28294 28680 28231 28726 28979 28645 28961 28708 28392 28726 28340 28656 28969 29222 28909 28656 28322 28708 1370 37 0.009892480999999842
2 37 -80 30397 30075 30392 30010 30416 30099 30421 30015 30397 29948 30354 30671 30349 30032 30354 29972 30421 29970 30352 30669 30347 30030 30352 29946 30397 29855 30261 30578 30256 29939 30261 29879 30421 29790 30414 30092 30409 1370 37 0.009632668999999927
3 37 33654 34098 34509 34108 33697 34098 33405 33816 34509 34065 33664 34108 33415 33816 33372 34065 33654 33253 33697 33004 33415 32971 33664 33253 32560 33771 33075 33768 33038 33734 33041 33771 33036 33729 33033 33768 32991 33687 1370 37 0.010373186000000034
4 37 -205 33402 33048 32556 33114 32554 33046 33400 32908 33386 33032 32554 32908 32350 32910 33402 32842 33400 32808 33368 33014 32522 33114 32471 32963 33317 32825 33303 32949 32471 32825 32267 32910 33388 33034 32556 32910 32318 1370 37 0.009734265999999936
5 37 -394 -148 34915 34559 34962 34487 34843 34440 34915 34436 34839 34483 34962 34259 34976 34573 34929 34454 34857 34501 34976 34497 34853 34450 34929 34212 34915 34172 34889 34533 34936 34461 34817 34414 34973 34617 34138 34613 1370 37 0.009769315
6 37 -334 -107 32076 31681 32154 31688 32083 31610 32156 31761 31215 31826 31212 31758 32153 31607 32080 31685 32151 31678 32073 31607 31212 31685 31074 31909 31436 31902 31238 31852 31386 31932 31318 31929 31383 31856 31245 31909 1370 37 0.009675689999999904
7 37 -271 -26 34229 33881 34257 33727 34234 33858 34206 33699 34229 33596 34103 34479 34131 33755 34103 33573 34206 33434 34229 33722 34252 33904 33374 33881 33248 33778 34154 34502 34126 33778 33271 33904 33109 33996 33466 33973 1370 37 0.009760792000000018
8 37 -138 32835 32170 32796 32130 32795 32169 32835 32148 32774 32109 32796 32045 32710 32084 32835 32077 32703 32038 32796 32024 32689 32063 32835 31989 32870 32205 32831 32165 32830 32204 32870 32183 32809 32144 32831 32080 32745 1370 37 0.009655128999999985
9 37 -448 -212 29932 30205 29804 29531 29948 29518 29919 30192 29791 29518 29101 29569 29842 29374 29804 29321 29944 29671 29241 29658 29931 29514 29944 29282 29765 30182 29909 29492 29893 30166 29765 29492 29062 29530 29947 29479 1370 37 0.01005880799999992
10 37 -38 30978 30612 30204 30732 30294 30702 30186 30624 30990 30582 30216 30732 30107 30711 30273 30681 30165 30603 30969 30561 30195 30711 30183 30591 30957 30549 30183 29745 30451 29935 30463 29859 30484 29956 30472 29847 30451 1370 37 0.009782691000000066
11 37 -489 -241 -4 30518 30966 30378 30896 30448 30966 30448 30944 30426 30944 30305 30893 30397 30915 30397 30845 31235 30787 30397 29879 30656 30068 30707 29951 30539 30987 30399 30917 30469 30987 30469 30965 30447 30965 30326 1370 37 0.009807086999999992
12 37 -258 -9 31449 31190 30923 31182 31449 30979 31351 31696 31437 31170 31429 31696 31324 31065 31437 31092 31351 31084 31429 31057 31324 30979 30720 31190 30620 30992 31337 31596 31329 31070 31337 30965 31224 31596 31251 30992 1370 37 0.009549548000000074
13 37 -207 28439 28722 28987 29238 28976 28725 28987 28704 28955 29238 28973 28722 28460 28725 28442 28704 28439 28690 28973 28711 28976 28693 28955 28690 28428 28711 28460 28177 28442 28693 28428 28177 28439 28113 28396 28722 28341 1370 37 0.010270137000000013
14 37 -501 -260 -28 34657 34257 33847 34413 33728 34317 33751 34337 33748 34314 33728 34247 34657 34138 34538 34128 34647 34247 33681 34429 33910 34320 33572 34257 33382 34353 33943 34343 33658 34406 34006 34416 33668 34353 33320 1370 37 0.009904778999999975
15 37 29987 31373 30938 30420 31041 30452 30970 30376 30965 30447 31041 30422 30940 31375 30857 30422 29833 30762 30168 30787 30166 30760 30141 30762 30125 30744 30150 30787 30145 30739 30120 30762 30090 30709 30115 30787 30025 30619 1370 37 0.009776823000000157
16 37 -695 -464 -236 -11 35431 35794 35275 35785 35422 34912 35541 34953 35472 34856 35444 34925 35541 34819 35338 35701 35182 35692 35329 35804 35294 35657 35182 34819 35329 34741 35463 34953 35428 35791 35316 34953 34337 34925 1370 37 0.009179634999999964
17 37 -105 30807 31591 31865 32123 31867 31609 31865 31528 31786 32123 31849 31593 31867 31530 31786 31512 31849 31591 31335 31609 31272 31530 31256 31593 31335 30998 31272 31528 31254 31591 31217 31491 31865 31446 31704 32123 31749 1370 37 0.00936490000000001
18 37 -142 30789 30503 30121 30675 30961 30504 30886 30600 30218 30675 30109 30491 30777 30395 30961 30407 30789 30332 30886 30320 31002 30716 30334 30620 31002 30448 30905 30619 30237 30523 30905 30284 30850 30564 30182 30736 30279 1370 37 0.009197081999999801
19 37 -81 32789 32496 32828 32373 32696 32989 32666 32373 32041 32496 32819 32364 32696 32147 32602 32895 32572 32279 32828 32168 32491 32784 32461 32168 31836 32541 32834 32379 32711 33034 32741 32418 32711 32162 32822 32529 32197 1370 37 0.009362906000000004
20 37 27260 29657 30197 29872 29535 29860 30197 29852 29527 29872 29455 29780 30197 29712 29387 29872 29357 29682 30197 29646 29321 29872 29332 29657 29320 29860 29515 29852 29435 29780 29443 29860 29375 29712 29367 29852 29337 29682 1370 37 0.008983934999999832
21 37 32558 33945 33614 33219 33761 34092 33550 33945 33377 33919 33588 33193 33761 32994 33389 33720 33325 34092 33524 33919 33152 34092 33697 33366 33761 32993 33760 34091 33696 33365 33760 33218 33786 34117 33722 33391 33786 33019 1370 37 0.009390943999999957
22 37 -154 29910 30203 29944 29651 29910 29564 29857 30203 29826 29567 29944 29598 29857 29480 30006 29747 29454 29713 30006 29606 29983 29724 29431 29690 29983 29471 29996 29737 29444 29703 29996 29619 30019 29760 29467 29726 30019 1370 37 0.009138287999999939
23 37 -578 -329 -81 34354 33930 34341 33740 34164 34542 34131 33753 34354 33751 34162 34540 34129 33751 33327 33930 34308 33707 34131 33528 34129 33705 34308 33686 34110 34521 34143 33732 34354 33572 33983 34361 33950 33572 33148 1370 37 0.009243960000000051
24 37 -358 -115 29393 29137 29402 29108 29400 29135 29391 29099 29393 29089 29381 29646 29390 29125 29381 29087 29391 29015 29309 29574 29318 29053 29309 29017 29393 28962 29390 29655 29399 29134 29390 29096 29388 29653 29397 29132 1370 37 0.009570885000000029
25 37 -172 32955 33277 33008 32704 32973 33277 32859 33294 33025 32721 32990 33294 32972 32703 33025 32590 33008 32686 32955 32651 32973 32555 32990 32668 32972 32537 32955 32495 32930 33252 32983 32679 32948 33252 32834 33294 32819 1370 37 0.009552601999999855
26 37 -16 32710 32378 31854 32405 32737 32195 32719 32387 31863 32405 31860 32384 32716 32192 32737 32186 32710 32168 32719 32174 32716 32165 32710 32159 32710 32157 32708 32376 31852 32405 31854 32356 32829 32327 32659 32186 32688 1370 37 0.009285302000000106
27 37 -505 -255 -12 33280 33561 33266 32985 33280 32715 33341 33622 33327 33046 33341 32640 33205 33486 33191 32910 33427 32862 33157 33438 33143 32862 32345 33046 32420 32985 32284 33181 32616 33133 33428 32911 33192 32897 33414 1370 37 0.009457411000000082
28 37 -319 -69 33147 33431 32999 32715 33147 32708 32992 33431 32982 32698 33147 32639 33166 33450 33018 32734 33166 32727 33011 33450 33001 32717 33166 32615 33123 33407 32975 32691 33123 32684 32968 33407 32958 32674 33123 32596 1370 37 0.009173797000000095
29 37 -401 -153 33775 34054 33765 33486 33775 33472 33751 34054 33721 33442 33775 33169 33791 34070 33781 33502 33791 33488 33767 34070 33737 33458 33791 33139 33745 34024 33735 33456 33745 33442 33153 33456 33123 33412 33745 33123 1370 37 0.009330791000000005
30 37 28633 29796 30234 29843 29411 30149 29711 30143 29691 30129 29697 30149 29607 30039 30430 29998 29607 29169 29862 29410 29848 29282 29824 29386 29838 29296 29862 29261 29803 29351 29789 30180 29742 30174 29783 29351 29742 29200 1370 37 0.009108495999999855
31 37 -81 33334 33070 32702 32966 33334 32908 33407 33143 32775 33039 33407 32893 33319 33055 32687 32951 33319 32820 33385 33121 32753 33017 33385 32959 32695 33121 32591 33105 33369 33001 32737 33105 32679 32943 33369 32855 33385 1370 37 0.009339653000000059
32 37 -203 32706 32287 32724 32187 32772 32335 32754 32193 32730 32311 32748 32211 32772 32170 32707 32270 32689 32152 32754 32169 32706 32145 32730 32128 32689 32104 32706 31958 32543 32980 32561 32124 32543 32006 32754 32005 32542 1370 37 0.009084440999999943
33 37 -257 -13 31780 32076 31585 32001 31705 31289 31801 31144 31635 32051 31560 31856 31440 31931 31635 31123 31780 31289 31585 30928 31440 31144 31560 31048 31705 31033 31545 32036 31620 31916 31425 31841 31545 31129 31801 30941 1370 37 0.009081378999999945
34 37 -274 -25 31885 31634 31303 31622 31873 31554 31885 31378 31881 31630 31299 31618 31869 31550 31881 31371 31878 31627 31296 31615 31866 31547 31878 31375 31885 31316 31819 32138 31887 31568 31819 31488 31807 32138 31635 32133 1370 37 0.00914587599999983
35 37 -298 -48 31134 31439 31179 30904 31164 31439 30842 31369 31109 30834 31201 30896 31171 31431 31156 30896 30529 30834 31094 31369 31064 31431 30904 31209 30949 30674 31201 30548 31145 31420 31680 31405 31145 30840 31115 31420 1370 37 0.009176917000000007
36 37 -395 -145 32117 31644 32109 31481 31954 32406 31941 31489 32117 31465 31930 32382 31917 31465 30992 31950 31322 31795 31138 31960 31487 31952 31255 31912 31447 31920 31263 31960 31153 31810 31337 31965 31308 31960 31332 31805 1370 37 0.008834524000000066
37 37 -98 30493 30159 30427 30063 30492 30224 29795 30164 30498 30129 30493 30059 30488 30756 30422 30154 30488 30124 30493 30064 30498 30002 30431 30699 30365 30729 30461 30097 30431 30062 30426 30694 30360 30729 30300 30634 30366 1370 37 0.008984646999999901
38 37 -278 -30 28573 28315 27876 28246 28586 28216 28474 28134 28573 28041 28572 28314 27875 28245 28585 28215 28473 28133 28572 27917 28449 28819 28561 28191 28531 28789 28449 28191 27752 28122 28561 28030 28370 28628 28288 28819 1370 37 0.008940072000000132
39 37 -515 -270 -26 31657 31359 31756 31329 31627 31230 31657 31039 31732 31434 31007 31404 31702 31305 31732 31015 31684 31386 30959 31356 31654 31257 31684 30991 31708 31410 30983 31380 31678 31281 31708 31039 31616 31318 31715 1370 37 0.009117905999999953
40 37 -21 32598 32312 31940 32226 32598 32050 32540 32254 31882 32168 32540 31870 32501 32215 31843 32391 31901 32273 32559 32187 31901 31353 32153 31522 32070 32356 31808 32298 32012 32384 31894 32180 31808 31522 32012 31270 31940 1370 37 0.008913582000000142
41 37 34339 34068 33783 34054 34339 34048 33777 34068 33698 34330 34601 34316 34045 34330 34039 34310 34601 34196 34566 34295 34010 34281 34566 34275 34004 34295 33925 34330 33850 34220 34491 34206 33935 34220 33929 34200 34491 34121 1370 37 0.009074752000000075
42 37 -107 27989 28314 27980 27655 28169 27828 28162 27820 28161 27827 28169 27788 28122 28447 28113 27788 27447 27828 28153 27811 28152 27827 27486 27828 27314 27655 27989 27648 28162 27781 28122 27780 28161 27647 27989 27608 28122 1370 37 0.008878531999999995
43 37 -324 -89 31602 31853 31517 31266 31602 31162 31413 31853 31193 30942 31602 30806 31566 31817 31481 31230 31566 31126 31377 31817 31157 31849 31598 31262 31513 31849 31409 31158 31598 30906 31566 30697 31493 31744 31408 31157 1370 37 0.009095605000000173
44 37 29399 30929 30630 30269 30568 30929 30365 30924 30625 30264 30563 30924 30335 30899 30600 30239 30538 30899 30340 30929 30338 30897 30598 30237 30536 30897 30333 30924 30270 31008 30709 30348 30647 31008 30449 31013 30714 30353 1370 37 0.008812189000000137
