119 32 0 2593 -20 424 0 1783 -10 424 -20 586 0 -22 -42 424 -56 -36 0 -38 -58 424 -63 -43 0 -52 -72 424 -90 -70 0 -79 -99 424 -103 1025 32 0.007923214999999928
126 32 0 5226 -28 495 2727 2232 3461 1229 1802 573 2805 2232 0 1547 -20 495 1724 1229 0 1104 -25 495 1068 573 0 555 -9 495 0 530 -24 495 -3 1025 32 0.007468457999999956
185 32 0 16056 -1 1338 0 -9 -10 1338 -11 -10 0 -21 -22 1338 -25 -24 0 -28 -29 1338 -37 -36 0 -39 -40 1338 -45 -44 0 -76 -77 1338 -77 1025 32 0.007504039999999934
195 32 0 3829 -5 1800 2853 1053 0 1800 -16 -11 0 -16 -21 1800 -22 -17 0 -20 -25 1800 -36 -31 0 -32 -37 1800 -43 -38 0 -40 -45 1800 -48 1025 32 0.0074472999999999345
198 32 0 3283 -30 1263 2930 1667 1889 222 1485 1263 0 1667 -5 575 0 1309 -9 1263 -2 575 -12 222 0 497 -9 1263 -10 419 0 -5 -35 1263 -37 1025 32 0.0076797449999999046
293 32 0 8423 -8 2042 2433 391 0 2042 -35 -27 0 -45 -53 2042 -81 -73 0 -80 -88 2042 -96 -88 0 -89 -97 2042 -98 -90 0 -98 -106 2042 -106 1025 32 0.007416856999999943
371 32 0 5157 -17 1341 2962 3706 2365 1621 2962 -21 1609 1341 2085 3706 -51 -21 -4 1621 0 1341 -1 1340 0 1279 -11 1341 -18 -1 0 744 2365 -34 -4 1025 32 0.007701635999999956
427 32 -70 1320 2516 3330 4103 3747 6152 6240 5467 7426 7338 6524 6612 7426 6462 8932 8844 8030 8118 8932 7736 7648 8844 6885 9020 9108 8294 8206 9020 7824 7912 9108 6973 1025 32 0.007676948000000072
430 32 -59 323 2807 2793 4044 3735 3820 2569 3573 4418 4727 4642 4333 4418 3414 4211 4126 3329 4333 3488 3952 2948 3793 4102 3638 4642 3797 4098 3789 3874 3573 3882 4727 1025 32 0.007543177999999928
507 32 0 2731 -4 1403 2359 956 0 1403 -20 -16 0 -20 -24 1403 -25 -21 0 -22 -26 1403 -59 -55 0 -62 -66 1403 -96 -92 0 -99 -103 1403 -110 1025 32 0.007464429000000106
556 32 0 7490 -4 2375 4809 6562 7309 5556 4809 2434 4187 6562 4128 4875 7309 4934 4187 1753 4128 2375 4154 1779 0 2434 3181 5556 3122 4875 2500 4934 3181 747 3122 1025 32 0.007435888999999918
675 32 0 3071 -5 1814 2807 993 0 2442 -3 1814 2784 3129 2159 1814 2159 345 0 1814 1897 83 1053 970 2784 -5 1897 -10 2159 -12 2159 -7 2784 -10 2807 1025 32 0.0074347900000000244
699 32 0 2730 -10 1820 0 -8 -18 1820 -23 -13 0 -27 -37 1820 -43 -33 0 -41 -51 1820 -51 -66 -10 -33 -18 -46 -23 -38 -10 -52 -37 -60 -18 1025 32 0.00761745700000005
751 32 0 2404 -3 1202 0 -2 -5 1202 -17 -14 0 -21 -24 1202 -35 -32 0 -47 -50 1202 -55 -52 0 -54 -57 1202 -62 -59 0 -61 -64 1202 -82 1025 32 0.0073901310000001885
774 32 0 5498 -10 2232 3960 4421 2693 2740 2279 2232 3137 905 2633 1728 3960 -1 2279 47 1775 1728 2189 4421 -11 2740 508 461 2693 2232 0 1728 -11 5498 -10 1025 32 0.007519676000000031
783 32 989 1672 1765 1082 1108 1015 1698 1672 683 2935 3316 2633 2252 2935 3028 3054 2961 2935 2942 2259 2285 2278 2961 709 1756 1730 1823 1140 1047 1730 683 2110 1427 1025 32 0.0073787389999999675
798 32 0 14154 -2 2022 0 -18 -20 2022 -27 -25 0 -34 -36 2022 -39 -37 0 -37 -51 14154 -32 -18 -57 -25 -39 14154 -48 -34 -66 -18 -69 -37 -76 1025 32 0.007161138000000067
807 32 0 7395 -14 647 3055 5168 4521 2408 3448 4095 3055 2408 2829 421 2534 2113 4521 -8 3448 1040 3153 3800 2760 5168 -22 4095 1687 3800 -22 -8 3153 2113 2760 1025 32 0.007053546999999938
890 32 0 2660 -9 266 1676 2932 2666 1410 2398 988 2244 2729 1741 2154 1669 2657 2923 2510 2244 2657 1401 1667 2923 1935 1669 1256 2666 -8 2398 -2 1676 1410 1823 1025 32 0.0070104100000001335
922 32 0 6845 -6 1177 3524 4118 2941 2347 3524 -5 3280 2347 0 1177 2110 933 3280 -12 2941 594 1771 4118 -18 -5 2110 -6 1771 1177 -7 -1 0 933 1527 1025 32 0.007089821999999968
926 32 0 9048 -2 1042 2910 4690 3648 1868 3549 4591 2910 4554 3512 1868 2910 -5 1618 3398 5079 6723 6147 5105 5681 6723 5042 4466 6147 4503 5079 4037 5681 4000 5042 1025 32 0.007387431000000166
959 32 0 3703 -5 1543 0 -13 -18 1543 -18 -30 -5 -30 -25 3703 -25 -13 0 -14 -19 1543 -25 -20 0 -21 -26 1543 -29 -24 0 -27 -32 1543 -41 1025 32 0.007171079000000136
1054 32 -374 -158 477 2622 2145 3844 5412 5749 4181 4433 4096 5664 5412 3713 4755 3187 3524 2482 4181 3844 4096 2397 3965 5664 3519 3856 3604 5749 4050 4302 3965 3713 4751 1025 32 0.007187283000000155
1062 32 -138 572 389 0 6083 -3 183 2617 4895 5060 4877 4712 4895 2461 4731 6048 6213 6030 5865 6048 3778 5530 5695 5512 5347 5530 4213 5330 5495 5312 5147 5330 3578 1025 32 0.0070944459999999765
1138 32 -469 -113 1697 3865 3303 5126 3991 6115 4292 5858 7102 5536 4292 5496 7062 5858 6469 4903 4292 5187 3063 4886 6553 5658 7224 8468 6902 5658 6862 5195 6761 8293 7089 1025 32 0.007082476999999976
1330 32 -234 -24 1805 3489 1684 3681 5332 3648 5241 5861 4268 3648 4843 3192 4876 3681 5274 5894 4301 3681 4241 2557 4150 3590 5274 3277 5096 6747 7367 5774 5154 6747 5063 1025 32 0.006980918999999863
1396 32 0 2175 -11 1994 0 -6 -17 1994 -21 -10 0 -13 -24 1994 -34 -23 0 -30 -41 1994 -49 -38 0 -44 -55 1994 -60 -49 0 -74 -85 1994 -87 1025 32 0.007195296000000129
1413 32 0 4476 -15 1083 2260 1177 2061 884 1967 1083 1902 819 1996 1177 0 1193 -13 1083 1648 565 1449 884 1703 819 0 1083 -9 755 0 884 -15 755 -22 1025 32 0.007113645000000002
