1 4 6431 1 1 0 1 9.2878e-05
2 4 7012 1 1 1 0 4.366e-06
3 4 10412 0 1 1 1 3.246e-06
4 4 7089 1 0 1 1 2.139e-06
5 4 8563 1 1 0 1 3.012e-06
6 4 9328 1 1 1 0 2.811e-06
7 4 9214 1 1 0 1 2.805e-06
8 4 12792 1 1 1 0 2.897e-06
9 4 6901 1 0 1 1 2.735e-06
10 4 9404 1 0 1 1 2.245e-06
11 4 9547 1 1 1 0 2.875e-06
12 4 6576 1 1 0 1 2.388e-06
13 4 11595 1 1 0 1 4.782e-06
14 4 7942 1 0 1 1 2.505e-06
15 4 9223 1 1 0 1 2.85e-06
16 4 6079 1 1 0 1 2.708e-06
17 4 8940 1 1 0 1 2.718e-06
18 4 9381 1 1 1 0 2.831e-06
19 4 10576 0 1 1 1 2.952e-06
20 4 9836 1 1 1 0 2.692e-06
21 4 11141 1 1 0 1 2.547e-06
22 4 9819 1 0 1 1 2.673e-06
23 4 8968 1 1 1 0 2.745e-06
24 4 10878 1 0 1 1 2.33e-06
25 4 7538 1 1 1 0 2.882e-06
26 4 8029 1 1 0 1 4.493e-06
27 4 9374 1 1 0 1 2.69e-06
28 4 8145 0 1 1 1 2.674e-06
29 4 7989 0 1 1 1 2.875e-06
30 4 11594 1 1 0 1 2.828e-06
31 4 9011 1 0 1 1 2.376e-06
32 4 11785 1 0 1 1 2.516e-06
33 4 12278 1 1 1 0 2.934e-06
34 4 10096 1 0 1 1 2e-06
35 4 13545 1 1 0 1 2.68e-06
36 4 5918 1 1 1 0 2.669e-06
37 4 6880 1 1 1 0 2.862e-06
38 4 8629 1 1 1 0 2.537e-06
39 4 9796 0 1 1 1 4.054e-06
40 4 5451 1 1 1 0 2.287e-06
41 4 10537 1 0 1 1 2.55e-06
42 4 8800 1 1 0 1 2.877e-06
43 4 11395 1 1 1 0 5.757e-06
44 4 5947 0 1 0 1 2.144e-06
45 4 9929 1 1 1 0 2.787e-06
46 4 5082 1 1 1 0 2.503e-06
47 4 13900 0 1 1 1 4.172e-06
48 4 10430 1 1 1 0 2.503e-06
49 4 9932 1 0 1 1 2.183e-06
50 4 10095 1 0 1 1 2.563e-06
