1 7 9796 1 1 0 1 1 1 1 9.7782e-05
2 7 15400 0 1 1 1 1 0 1 9.933e-06
3 7 13478 1 1 0 1 1 0 1 2.0078e-05
4 7 16975 1 1 1 1 1 0 1 1.3697e-05
5 7 16214 1 1 1 0 1 1 1 1.26e-05
6 7 18419 1 0 1 0 1 1 1 9.354e-06
7 7 14927 1 1 1 1 0 0 1 1.874e-05
8 7 18544 1 1 0 1 1 1 1 7.127e-06
9 7 16864 1 0 1 1 1 1 1 9.911e-06
10 7 16042 1 1 0 1 1 1 1 1.083e-05
11 7 13057 1 1 0 1 1 1 1 1.1025e-05
12 7 19079 0 1 1 1 1 1 1 1.0849e-05
13 7 21340 1 0 0 1 1 1 1 9.732e-06
14 7 14086 1 1 1 1 0 1 1 8.04e-06
15 7 10819 1 0 1 1 1 1 0 7.626e-06
16 7 14137 1 1 0 1 1 1 1 1.0322e-05
17 7 18252 1 1 1 1 0 0 1 1.4044e-05
18 7 17030 0 0 1 1 1 1 1 6.854e-06
19 7 16822 1 1 1 1 0 1 1 8.135e-06
20 7 16275 1 1 0 1 1 1 1 1.506e-05
21 7 21063 1 0 1 1 1 1 1 7.242e-06
22 7 17400 1 1 1 0 1 1 1 7.521e-06
23 7 9451 1 1 0 1 1 1 1 8.076e-06
24 7 11230 1 1 1 0 1 1 0 8.526e-06
25 7 20569 1 0 1 1 1 1 1 1.2203e-05
26 7 10846 1 0 0 1 1 1 1 1.6997e-05
27 7 17566 1 1 1 1 1 1 0 6.998e-06
28 7 10205 1 1 0 1 1 1 1 1.1116e-05
29 7 13352 1 1 0 0 1 1 1 1.5861e-05
30 7 15080 1 0 1 1 1 1 1 5.792e-06
31 7 14783 1 0 1 1 1 1 1 1.2808e-05
32 7 13174 1 1 1 1 1 0 1 9.771e-06
33 7 16290 1 1 1 1 1 0 1 1.6159e-05
34 7 16719 1 0 1 1 1 1 0 8.414e-06
35 7 14407 0 1 1 1 1 0 1 9.403e-06
36 7 19165 1 1 1 0 1 1 1 9.272e-06
37 7 24374 1 1 1 1 1 0 1 1.2579e-05
38 7 10697 1 1 1 0 1 0 1 9.225e-06
39 7 21696 1 0 1 1 1 1 1 1.0434e-05
40 7 19272 1 1 1 1 1 1 0 1.2011e-05
41 7 26132 1 1 1 1 0 1 1 1.2509e-05
42 7 16518 1 1 0 1 1 1 1 1.0656e-05
43 7 14538 1 1 0 1 1 1 1 6.62e-06
44 7 11989 1 0 1 1 1 1 1 9.647e-06
45 7 12850 1 0 1 1 1 1 1 9.66e-06
46 7 16849 1 1 1 1 1 0 1 1.0283e-05
47 7 20393 0 1 1 1 1 1 1 8.396e-06
48 7 11357 1 0 1 1 1 1 0 6.358e-06
49 7 15308 1 1 1 0 1 1 1 1.448e-05
50 7 12981 1 0 1 1 1 1 1 1.2387e-05
