1 7 9796 1 1 0 1 1 1 1 1.0413e-05
2 7 15400 0 1 1 1 1 0 1 3.047e-06
3 7 13478 1 1 0 1 1 0 1 2.313e-06
4 7 16975 1 1 1 1 1 0 1 1.951e-06
5 7 16214 1 1 1 0 1 1 1 2.073e-06
6 7 18332 1 1 1 1 0 1 1 2.01e-06
7 7 14927 1 1 1 1 0 0 1 1.863e-06
8 7 18544 1 1 0 1 1 1 1 2.15e-06
9 7 16864 1 0 1 1 1 1 1 1.852e-06
10 7 16042 1 1 0 1 1 1 1 2.054e-06
11 7 13057 1 1 0 1 1 1 1 1.922e-06
12 7 18337 1 0 0 1 1 1 1 2.23e-06
13 7 21072 1 1 1 0 1 1 1 1.988e-06
14 7 14086 1 1 1 1 0 1 1 1.934e-06
15 7 10819 1 0 1 1 1 1 0 1.762e-06
16 7 14137 1 1 0 1 1 1 1 1.938e-06
17 7 18252 1 1 1 1 0 0 1 1.902e-06
18 7 17030 0 0 1 1 1 1 1 2.149e-06
19 7 16822 1 1 1 1 0 1 1 2.025e-06
20 7 16275 1 1 0 1 1 1 1 2.053e-06
21 7 21063 1 0 1 1 1 1 1 2.148e-06
22 7 17400 1 1 1 0 1 1 1 1.779e-06
23 7 9451 1 1 0 1 1 1 1 1.994e-06
24 7 11014 1 1 1 1 0 1 0 1.95e-06
25 7 20569 1 0 1 1 1 1 1 1.839e-06
26 7 10769 1 1 0 1 1 0 1 1.887e-06
27 7 17566 1 1 1 1 1 1 0 2.015e-06
28 7 10205 1 1 0 1 1 1 1 1.86e-06
29 7 13352 1 1 0 0 1 1 1 2.04e-06
30 7 15080 1 0 1 1 1 1 1 2.078e-06
31 7 14783 1 0 1 1 1 1 1 2.066e-06
32 7 13174 1 1 1 1 1 0 1 1.97e-06
33 7 16290 1 1 1 1 1 0 1 1.85e-06
34 7 15726 1 1 1 1 0 1 0 1.881e-06
35 7 14407 0 1 1 1 1 0 1 1.995e-06
36 7 19165 1 1 1 0 1 1 1 2.146e-06
37 7 24374 1 1 1 1 1 0 1 1.975e-06
38 7 10697 1 1 1 0 1 0 1 1.978e-06
39 7 21696 1 0 1 1 1 1 1 1.988e-06
40 7 19162 1 1 0 1 1 1 1 1.926e-06
41 7 26132 1 1 1 1 0 1 1 2.031e-06
42 7 16518 1 1 0 1 1 1 1 1.843e-06
43 7 14538 1 1 0 1 1 1 1 2.171e-06
44 7 11989 1 0 1 1 1 1 1 1.969e-06
45 7 12850 1 0 1 1 1 1 1 2.029e-06
46 7 16849 1 1 1 1 1 0 1 1.852e-06
47 7 20393 0 1 1 1 1 1 1 2.147e-06
48 7 11253 1 1 1 1 0 1 1 1.991e-06
49 7 15308 1 1 1 0 1 1 1 1.978e-06
50 7 12981 1 0 1 1 1 1 1 2.011e-06
