1 7 9796 1 1 0 1 1 1 1 0.000115412
2 7 15400 0 1 1 1 1 0 1 1.4325e-05
3 7 13478 1 1 0 1 1 0 1 1.1111e-05
4 7 16975 1 1 1 1 1 0 1 1.0059e-05
5 7 16214 1 1 1 0 1 1 1 1.0432e-05
6 7 18332 1 1 1 1 0 1 1 1.0154e-05
7 7 14927 1 1 1 1 0 0 1 9.801e-06
8 7 18544 1 1 0 1 1 1 1 1.0253e-05
9 7 16864 1 0 1 1 1 1 1 9.834e-06
10 7 16042 1 1 0 1 1 1 1 9.962e-06
11 7 13057 1 1 0 1 1 1 1 1.4467e-05
12 7 18337 1 0 0 1 1 1 1 1.0359e-05
13 7 21072 1 1 1 0 1 1 1 9.892e-06
14 7 14086 1 1 1 1 0 1 1 9.759e-06
15 7 10819 1 0 1 1 1 1 0 9.584e-06
16 7 14137 1 1 0 1 1 1 1 9.939e-06
17 7 18252 1 1 1 1 0 0 1 9.823e-06
18 7 17030 0 0 1 1 1 1 1 1.0162e-05
19 7 16822 1 1 1 1 0 1 1 9.822e-06
20 7 16275 1 1 0 1 1 1 1 1.0151e-05
21 7 21063 1 0 1 1 1 1 1 1.0092e-05
22 7 17400 1 1 1 0 1 1 1 1.5881e-05
23 7 9451 1 1 0 1 1 1 1 1.0339e-05
24 7 11014 1 1 1 1 0 1 0 9.745e-06
25 7 20569 1 0 1 1 1 1 1 9.744e-06
26 7 10769 1 1 0 1 1 0 1 9.705e-06
27 7 17566 1 1 1 1 1 1 0 1.0033e-05
28 7 10205 1 1 0 1 1 1 1 9.705e-06
29 7 13352 1 1 0 0 1 1 1 1.2807e-05
30 7 15080 1 0 1 1 1 1 1 1.0189e-05
31 7 14783 1 0 1 1 1 1 1 9.918e-06
32 7 13174 1 1 1 1 1 0 1 9.865e-06
33 7 16290 1 1 1 1 1 0 1 9.931e-06
34 7 15726 1 1 1 1 0 1 0 9.934e-06
35 7 14407 0 1 1 1 1 0 1 9.936e-06
36 7 19165 1 1 1 0 1 1 1 1.0115e-05
37 7 24374 1 1 1 1 1 0 1 9.854e-06
38 7 10697 1 1 1 0 1 0 1 9.95e-06
39 7 21696 1 0 1 1 1 1 1 9.999e-06
40 7 19162 1 1 0 1 1 1 1 9.871e-06
41 7 26132 1 1 1 1 0 1 1 1.004e-05
42 7 16518 1 1 0 1 1 1 1 9.851e-06
43 7 14538 1 1 0 1 1 1 1 1.9197e-05
44 7 11989 1 0 1 1 1 1 1 1.0336e-05
45 7 12850 1 0 1 1 1 1 1 1.0016e-05
46 7 16849 1 1 1 1 1 0 1 9.682e-06
47 7 20393 0 1 1 1 1 1 1 1.0193e-05
48 7 11253 1 1 1 1 0 1 1 9.986e-06
49 7 15308 1 1 1 0 1 1 1 9.955e-06
50 7 12981 1 0 1 1 1 1 1 9.829e-06
