1 1 0 0 7.0034e-05
2 1 0 0 2.275e-06
3 1 0 0 1.04e-06
4 1 0 0 8.06e-07
5 1 0 0 7.86e-07
6 1 0 0 7.63e-07
7 1 0 0 7.92e-07
8 1 0 0 8.05e-07
9 1 0 0 8.07e-07
10 1 0 0 7.35e-07
11 1 0 0 7.3e-07
12 1 0 0 7.71e-07
13 1 0 0 7.95e-07
14 1 0 0 7.92e-07
15 1 0 0 8.02e-07
16 1 0 0 8.1e-07
17 1 0 0 7.89e-07
18 1 0 0 7.42e-07
19 1 0 0 8.3e-07
20 1 0 0 7.31e-07
21 1 0 0 7.65e-07
22 1 0 0 7.31e-07
23 1 0 0 7.64e-07
24 1 0 0 7.83e-07
25 1 0 0 7.76e-07
26 1 0 0 8.08e-07
27 1 0 0 7.73e-07
28 1 0 0 7.66e-07
29 1 0 0 7.59e-07
30 1 0 0 7.9e-07
31 1 0 0 7.48e-07
32 1 0 0 7.6e-07
33 1 0 0 7.75e-07
34 1 0 0 7.6e-07
35 1 0 0 8.12e-07
36 1 0 0 7.56e-07
37 1 0 0 8.14e-07
38 1 0 0 7.7e-07
39 1 0 0 7.26e-07
40 1 0 0 7.83e-07
41 1 0 0 7.65e-07
42 1 0 0 7.5e-07
43 1 0 0 9.02e-07
44 1 0 0 8.15e-07
45 1 0 0 7.78e-07
46 1 0 0 7.59e-07
47 1 0 0 7.41e-07
48 1 0 0 8.38e-07
49 1 0 0 7.89e-07
50 1 0 0 7.76e-07
