1 10 16124 0 1 0 1 1 1 1 1 1 1 0.000109713
2 10 24600 1 1 0 1 1 1 1 1 0 1 7.9266e-05
3 10 20966 1 0 0 1 1 1 1 1 1 1 5.2305e-05
4 10 28375 1 1 1 0 1 1 1 1 1 1 7.3595e-05
5 10 24766 1 1 0 1 1 1 1 0 1 1 7.5961e-05
6 10 24215 1 0 1 1 1 1 1 0 1 0 3.9642e-05
7 10 22039 1 1 1 0 1 0 1 1 1 1 8.0856e-05
8 10 29077 1 1 0 1 1 1 1 1 0 1 5.55e-05
9 10 29589 1 1 0 1 1 1 1 1 0 1 4.9605e-05
10 10 21679 1 0 1 1 1 0 1 1 1 1 5.6862e-05
11 10 20346 1 1 1 1 1 1 0 1 0 1 4.193e-05
12 10 23207 1 0 1 1 1 1 0 1 1 1 4.1322e-05
13 10 26320 0 1 1 1 1 1 1 0 1 1 4.9758e-05
14 10 25831 1 0 1 1 1 1 1 1 0 1 3.9685e-05
15 10 25428 1 1 1 1 0 1 1 1 1 1 4.4141e-05
16 10 26107 1 1 1 0 1 1 1 1 1 1 4.5079e-05
17 10 23515 1 1 1 1 1 1 1 0 1 1 4.4951e-05
18 10 22337 0 0 1 1 1 1 1 1 1 1 3.6002e-05
19 10 22756 1 1 1 0 1 1 0 1 1 1 8.1857e-05
20 10 19453 1 1 1 1 1 0 0 1 1 1 7.138e-05
21 10 21377 1 1 0 0 1 1 1 1 1 1 7.3018e-05
22 10 26945 1 1 1 1 1 1 1 0 1 1 7.8679e-05
23 10 30272 1 1 1 1 0 1 1 1 1 1 5.8265e-05
24 10 24175 0 1 1 1 0 1 1 1 1 1 3.638e-05
25 10 21281 0 1 1 0 1 1 1 1 0 1 5.1376e-05
26 10 24016 1 1 1 0 1 1 1 0 1 1 5.0924e-05
27 10 24910 1 1 1 1 1 1 1 0 1 1 6.6395e-05
28 10 26928 1 1 1 1 0 0 1 1 1 1 5.5366e-05
29 10 29292 1 1 1 0 1 0 1 1 1 1 4.44e-05
30 10 26815 1 1 1 1 1 0 1 1 0 1 6.0398e-05
31 10 22518 1 0 0 1 1 1 1 1 1 1 3.9485e-05
32 10 21104 1 1 1 0 1 1 1 1 1 0 4.6617e-05
33 10 24771 0 1 1 1 0 1 1 1 1 1 5.5544e-05
34 10 19669 0 1 1 1 1 1 0 0 1 1 5.3488e-05
35 10 19281 0 1 1 1 1 1 0 1 1 1 5.2443e-05
36 10 20770 1 0 1 1 1 1 1 1 1 1 6.3001e-05
37 10 26258 1 1 1 1 1 0 1 0 1 1 8.6314e-05
38 10 25268 1 1 0 0 1 1 1 1 1 1 6.3571e-05
39 10 14440 1 0 0 1 1 1 1 1 0 1 2.8599e-05
40 10 20599 0 0 1 1 1 1 1 0 1 1 4.4713e-05
41 10 24186 1 1 1 1 0 1 1 0 1 1 5.9015e-05
42 10 20236 1 0 1 1 1 1 0 1 1 1 4.1705e-05
43 10 22984 1 1 1 1 1 1 1 1 0 1 7.8812e-05
44 10 23415 1 0 1 1 1 1 0 1 1 1 4.935e-05
45 10 24859 1 1 1 1 1 1 0 1 1 1 6.708e-05
46 10 27933 1 1 1 0 0 1 1 1 1 1 4.6613e-05
47 10 23545 0 1 1 1 1 1 1 0 1 1 6.1021e-05
48 10 26543 1 1 1 0 1 1 1 0 1 1 6.9936e-05
49 10 28550 0 1 1 1 1 1 1 1 1 1 5.0246e-05
50 10 33579 0 1 1 1 0 1 1 1 1 1 4.8381e-05
