1 13 25943 1 1 0 1 1 1 0 1 1 1 1 1 1 0.000243371
2 13 28870 1 1 1 1 1 0 1 1 1 1 1 0 1 2.3783e-05
3 13 27783 1 1 1 1 1 0 0 1 1 1 1 1 1 1.8846e-05
4 13 32541 1 1 1 1 1 0 0 1 1 1 1 1 1 1.8692e-05
5 13 34789 1 1 1 1 0 1 1 0 1 1 1 1 1 1.734e-05
6 13 32127 1 1 0 1 1 1 1 1 0 1 1 1 1 1.7767e-05
7 13 37313 0 1 1 1 1 0 1 1 1 1 1 1 1 1.7706e-05
8 13 29379 1 0 1 1 1 1 1 1 1 1 0 1 1 1.7937e-05
9 13 28391 1 1 1 0 1 0 1 1 1 1 1 0 1 1.7681e-05
10 13 32660 0 1 1 1 1 1 0 1 1 1 1 1 1 1.8571e-05
11 13 34670 1 1 1 1 0 1 1 1 1 1 1 0 1 1.7612e-05
12 13 27075 1 1 1 1 1 0 1 1 0 1 1 1 1 1.7799e-05
13 13 25342 1 1 1 1 1 0 1 1 1 0 1 1 1 1.8372e-05
14 13 27455 1 1 1 0 1 1 1 1 0 1 1 1 1 1.7523e-05
15 13 32687 1 1 1 1 1 1 0 1 1 1 1 1 0 1.7465e-05
16 13 26468 1 1 0 0 1 1 1 1 1 1 1 1 1 1.7678e-05
17 13 26235 1 1 1 1 1 1 1 0 1 1 0 1 1 2.5488e-05
18 13 24142 1 1 0 1 1 1 0 1 1 1 1 1 0 1.6976e-05
19 13 29695 1 1 1 1 1 0 1 1 1 0 1 1 0 1.7897e-05
20 13 34438 1 1 1 1 1 1 1 1 0 0 1 1 1 1.7411e-05
21 13 37851 1 1 1 1 1 1 1 1 1 1 0 1 1 1.7552e-05
22 13 33752 1 1 1 1 0 0 1 1 1 1 1 1 1 1.7315e-05
23 13 37832 1 1 1 1 1 1 1 0 1 1 0 1 1 1.7867e-05
24 13 29861 1 1 0 1 1 1 1 1 1 1 0 1 1 1.7114e-05
25 13 24706 1 0 1 1 1 1 1 1 0 1 1 1 1 1.812e-05
26 13 34667 1 1 1 1 1 0 0 1 1 1 1 1 1 1.7357e-05
27 13 28454 1 1 1 1 1 1 0 1 1 1 1 1 0 1.697e-05
28 13 27495 1 0 1 1 0 1 1 1 1 1 1 1 1 1.841e-05
29 13 36541 1 1 1 1 1 0 1 1 1 1 1 0 1 1.7109e-05
30 13 32497 0 1 1 0 1 1 1 1 1 1 1 1 1 1.8058e-05
31 13 32368 1 1 1 1 1 1 1 0 1 1 1 0 1 1.8322e-05
32 13 30692 1 0 1 1 1 1 1 1 1 0 1 0 1 1.7724e-05
33 13 39338 1 1 1 0 1 1 1 0 1 1 1 1 1 2.8792e-05
34 13 31030 0 1 1 1 1 1 1 0 1 1 1 1 1 1.7858e-05
35 13 36869 1 1 1 1 1 1 1 1 1 0 1 1 0 1.6785e-05
36 13 38154 1 1 1 0 1 1 1 1 0 1 1 1 1 1.806e-05
37 13 30324 1 1 1 1 0 1 1 1 0 1 1 1 1 2.2971e-05
38 13 30165 1 0 1 1 1 1 1 1 1 1 0 1 1 1.7545e-05
39 13 32675 1 1 1 0 0 1 1 1 1 1 1 1 1 1.7343e-05
40 13 26050 1 1 0 1 1 1 1 1 1 1 1 1 0 1.7413e-05
41 13 39390 1 1 1 0 0 1 1 1 1 1 1 1 1 1.7905e-05
42 13 32374 1 1 0 0 1 1 1 1 1 1 1 1 1 1.7823e-05
43 13 33994 1 1 0 1 1 1 1 1 0 1 1 1 1 2.0863e-05
44 13 27274 1 1 1 1 0 1 1 1 1 1 0 1 1 1.7249e-05
45 13 23663 1 1 1 1 1 0 1 1 1 1 1 0 1 1.7625e-05
46 13 31455 1 0 1 1 1 1 1 1 1 0 1 1 1 2.1101e-05
47 13 29835 1 1 1 1 1 1 1 1 1 1 0 1 0 1.7242e-05
48 13 33198 1 1 1 1 0 1 1 1 1 1 1 1 0 1.6653e-05
49 13 33528 1 1 0 1 1 1 0 1 1 1 1 1 1 2.3563e-05
50 13 22926 1 1 1 1 1 0 1 1 1 1 0 1 1 1.7493e-05
