1 4 6431 1 1 0 1 0.000110554
2 4 7012 1 1 1 0 1.1362e-05
3 4 10412 0 1 1 1 8.424e-06
4 4 7089 1 0 1 1 1.0772e-05
5 4 8563 1 1 0 1 7.875e-06
6 4 9328 1 1 1 0 7.259e-06
7 4 9214 1 1 0 1 7.336e-06
8 4 12792 1 1 1 0 7.143e-06
9 4 6901 1 0 1 1 7.29e-06
10 4 9404 1 0 1 1 7.318e-06
11 4 9547 1 1 1 0 7.222e-06
12 4 6576 1 1 0 1 7.157e-06
13 4 11595 1 1 0 1 7.152e-06
14 4 7942 1 0 1 1 7.113e-06
15 4 9223 1 1 0 1 7.057e-06
16 4 6079 1 1 0 1 7.104e-06
17 4 8940 1 1 0 1 7.282e-06
18 4 9381 1 1 1 0 6.995e-06
19 4 10576 0 1 1 1 7.204e-06
20 4 9836 1 1 1 0 7.348e-06
21 4 11141 1 1 0 1 7.131e-06
22 4 9819 1 0 1 1 1.3013e-05
23 4 8968 1 1 1 0 7.345e-06
24 4 10878 1 0 1 1 7.388e-06
25 4 7538 1 1 1 0 7.083e-06
26 4 8029 1 1 0 1 7.251e-06
27 4 9374 1 1 0 1 7.102e-06
28 4 8145 0 1 1 1 7.247e-06
29 4 7585 1 0 1 1 7.221e-06
30 4 11594 1 1 0 1 7.16e-06
31 4 9011 1 0 1 1 7.354e-06
32 4 11785 1 0 1 1 7.252e-06
33 4 12278 1 1 1 0 7.74e-06
34 4 10096 1 0 1 1 7.409e-06
35 4 12566 1 1 1 0 7.251e-06
36 4 5918 1 1 1 0 7.297e-06
37 4 6880 1 1 1 0 7.264e-06
38 4 8629 1 1 1 0 7.082e-06
39 4 9796 0 1 1 1 7.241e-06
40 4 5451 1 1 1 0 7.052e-06
41 4 10537 1 0 1 1 7.273e-06
42 4 7468 0 1 1 1 7.402e-06
43 4 11395 1 1 1 0 1.2146e-05
44 4 5947 0 1 0 1 7.592e-06
45 4 9929 1 1 1 0 7.25e-06
46 4 5082 1 1 1 0 7.12e-06
47 4 13900 0 1 1 1 7.215e-06
48 4 9273 0 1 1 1 7.235e-06
49 4 9932 1 0 1 1 7.223e-06
50 4 10095 1 0 1 1 7.173e-06
