1 10 16124 0 1 0 1 1 1 1 1 1 1 0.264466
2 10 24600 1 1 0 1 1 1 1 1 0 1 0.326822
3 10 20966 1 0 0 1 1 1 1 1 1 1 0.323047
4 10 28375 1 1 1 0 1 1 1 1 1 1 0.251705
5 10 24766 1 1 0 1 1 1 1 0 1 1 0.357627
6 10 24215 1 0 1 1 1 1 1 0 1 0 0.345753
7 10 22039 1 1 1 0 1 0 1 1 1 1 0.300994
8 10 29077 1 1 0 1 1 1 1 1 0 1 0.309499
9 10 29589 1 1 0 1 1 1 1 1 0 1 0.34967
10 10 21679 1 0 1 1 1 0 1 1 1 1 0.396629
11 10 20346 1 1 1 1 1 1 0 1 0 1 0.399974
12 10 23207 1 0 1 1 1 1 0 1 1 1 0.318353
13 10 26320 0 1 1 1 1 1 1 0 1 1 0.358336
14 10 25831 1 0 1 1 1 1 1 1 0 1 0.415444
15 10 25428 1 1 1 1 0 1 1 1 1 1 0.282583
16 10 26107 1 1 1 0 1 1 1 1 1 1 0.213389
17 10 23515 1 1 1 1 1 1 1 0 1 1 0.232273
18 10 22337 0 0 1 1 1 1 1 1 1 1 0.395337
19 10 22756 1 1 1 0 1 1 0 1 1 1 0.273611
20 10 19453 1 1 1 1 1 0 0 1 1 1 0.319341
21 10 21377 1 1 0 0 1 1 1 1 1 1 0.341576
22 10 26945 1 1 1 1 1 1 1 0 1 1 0.212691
23 10 30272 1 1 1 1 0 1 1 1 1 1 0.233968
24 10 24175 0 1 1 1 0 1 1 1 1 1 0.31208
25 10 21281 0 1 1 0 1 1 1 1 0 1 0.360336
26 10 24016 1 1 1 0 1 1 1 0 1 1 0.421024
27 10 24910 1 1 1 1 1 1 1 0 1 1 0.208458
28 10 26928 1 1 1 1 0 0 1 1 1 1 0.371695
29 10 29292 1 1 1 0 1 0 1 1 1 1 0.30271
30 10 26815 1 1 1 1 1 0 1 1 0 1 0.323088
31 10 22518 1 0 0 1 1 1 1 1 1 1 0.27883
32 10 21104 1 1 1 0 1 1 1 1 1 0 0.263891
33 10 24771 0 1 1 1 0 1 1 1 1 1 0.347078
34 10 19669 0 1 1 1 1 1 0 0 1 1 0.397995
35 10 19281 0 1 1 1 1 1 0 1 1 1 0.317324
36 10 20770 1 0 1 1 1 1 1 1 1 1 0.290507
37 10 26258 1 1 1 1 1 0 1 0 1 1 0.365922
38 10 25268 1 1 0 0 1 1 1 1 1 1 0.323053
39 10 14440 1 0 0 1 1 1 1 1 0 1 0.308549
40 10 20599 0 0 1 1 1 1 1 0 1 1 0.397384
41 10 24186 1 1 1 1 0 1 1 0 1 1 0.327102
42 10 20236 1 0 1 1 1 1 0 1 1 1 0.459141
43 10 22984 1 1 1 1 1 1 1 1 0 1 0.235635
44 10 23415 1 0 1 1 1 1 0 1 1 1 0.409384
45 10 24859 1 1 1 1 1 1 0 1 1 1 0.306765
46 10 27933 1 1 1 0 0 1 1 1 1 1 0.318909
47 10 23545 0 1 1 1 1 1 1 0 1 1 0.300889
48 10 26543 1 1 1 0 1 1 1 0 1 1 0.302727
49 10 28550 0 1 1 1 1 1 1 1 1 1 0.315832
50 10 33579 0 1 1 1 0 1 1 1 1 1 0.24666
