1 13 25943 1 1 0 1 1 1 0 1 1 1 1 1 1 1.4741e-05
2 13 28870 1 1 1 1 1 0 1 1 1 1 1 0 1 5.19e-06
3 13 27783 1 1 1 1 1 0 0 1 1 1 1 1 1 4.105e-06
4 13 32541 1 1 1 1 1 0 0 1 1 1 1 1 1 4.221e-06
5 13 34789 1 1 1 1 0 1 1 0 1 1 1 1 1 3.625e-06
6 13 32127 1 1 0 1 1 1 1 1 0 1 1 1 1 4.02e-06
7 13 37313 0 1 1 1 1 0 1 1 1 1 1 1 1 3.937e-06
8 13 29379 1 0 1 1 1 1 1 1 1 1 0 1 1 4.035e-06
9 13 28391 1 1 1 0 1 0 1 1 1 1 1 0 1 4.062e-06
10 13 32660 0 1 1 1 1 1 0 1 1 1 1 1 1 4.192e-06
11 13 34670 1 1 1 1 0 1 1 1 1 1 1 0 1 3.887e-06
12 13 27075 1 1 1 1 1 0 1 1 0 1 1 1 1 4.117e-06
13 13 25342 1 1 1 1 1 0 1 1 1 0 1 1 1 4.411e-06
14 13 27455 1 1 1 0 1 1 1 1 0 1 1 1 1 3.962e-06
15 13 32687 1 1 1 1 1 1 0 1 1 1 1 1 0 3.941e-06
16 13 26468 1 1 0 0 1 1 1 1 1 1 1 1 1 3.941e-06
17 13 26235 1 1 1 1 1 1 1 0 1 1 0 1 1 4.057e-06
18 13 24142 1 1 0 1 1 1 0 1 1 1 1 1 0 3.235e-06
19 13 29695 1 1 1 1 1 0 1 1 1 0 1 1 0 3.849e-06
20 13 34438 1 1 1 1 1 1 1 1 0 0 1 1 1 3.73e-06
21 13 37851 1 1 1 1 1 1 1 1 1 1 0 1 1 3.967e-06
22 13 33752 1 1 1 1 0 0 1 1 1 1 1 1 1 3.591e-06
23 13 37832 1 1 1 1 1 1 1 0 1 1 0 1 1 4.028e-06
24 13 29861 1 1 0 1 1 1 1 1 1 1 0 1 1 3.791e-06
25 13 24706 1 0 1 1 1 1 1 1 0 1 1 1 1 4.092e-06
26 13 34667 1 1 1 1 1 0 0 1 1 1 1 1 1 3.78e-06
27 13 28454 1 1 1 1 1 1 0 1 1 1 1 1 0 3.554e-06
28 13 27495 1 0 1 1 0 1 1 1 1 1 1 1 1 4.153e-06
29 13 36541 1 1 1 1 1 0 1 1 1 1 1 0 1 3.538e-06
30 13 32497 0 1 1 0 1 1 1 1 1 1 1 1 1 4.341e-06
31 13 32368 1 1 1 1 1 1 1 0 1 1 1 0 1 4.229e-06
32 13 30692 1 0 1 1 1 1 1 1 1 0 1 0 1 3.837e-06
33 13 39338 1 1 1 0 1 1 1 0 1 1 1 1 1 4.181e-06
34 13 31030 0 1 1 1 1 1 1 0 1 1 1 1 1 4.085e-06
35 13 36869 1 1 1 1 1 1 1 1 1 0 1 1 0 3.4e-06
36 13 38154 1 1 1 0 1 1 1 1 0 1 1 1 1 4.205e-06
37 13 30324 1 1 1 1 0 1 1 1 0 1 1 1 1 3.673e-06
38 13 30165 1 0 1 1 1 1 1 1 1 1 0 1 1 3.845e-06
39 13 32675 1 1 1 0 0 1 1 1 1 1 1 1 1 3.681e-06
40 13 26050 1 1 0 1 1 1 1 1 1 1 1 1 0 3.84e-06
41 13 39390 1 1 1 0 0 1 1 1 1 1 1 1 1 4.097e-06
42 13 32374 1 1 0 0 1 1 1 1 1 1 1 1 1 3.94e-06
43 13 33994 1 1 0 1 1 1 1 1 0 1 1 1 1 3.763e-06
44 13 27274 1 1 1 1 0 1 1 1 1 1 0 1 1 3.768e-06
45 13 23663 1 1 1 1 1 0 1 1 1 1 1 0 1 3.978e-06
46 13 31455 1 0 1 1 1 1 1 1 1 0 1 1 1 4.145e-06
47 13 29835 1 1 1 1 1 1 1 1 1 1 0 1 0 3.67e-06
48 13 33198 1 1 1 1 0 1 1 1 1 1 1 1 0 3.385e-06
49 13 33528 1 1 0 1 1 1 0 1 1 1 1 1 1 4.119e-06
50 13 22926 1 1 1 1 1 0 1 1 1 1 0 1 1 3.802e-06
