1 4 6431 1 1 0 1 0.0381411
2 4 7012 1 1 1 0 0.0202279
3 4 10412 0 1 1 1 0.0674326
4 4 7089 1 0 1 1 0.0421534
5 4 8563 1 1 0 1 0.0437802
6 4 9328 1 1 1 0 0.0364504
7 4 9214 1 1 0 1 0.0401208
8 4 12792 1 1 1 0 0.0386322
9 4 6901 1 0 1 1 0.0490089
10 4 9404 1 0 1 1 0.0705912
11 4 9547 1 1 1 0 0.0528504
12 4 6576 1 1 0 1 0.0354932
13 4 11595 1 1 0 1 0.0494891
14 4 7942 1 0 1 1 0.0407549
15 4 9223 1 1 0 1 0.0524469
16 4 6079 1 1 0 1 0.0418491
17 4 8940 1 1 0 1 0.0696381
18 4 9381 1 1 1 0 0.0369669
19 4 10576 0 1 1 1 0.0618476
20 4 9836 1 1 1 0 0.0591672
21 4 11141 1 1 0 1 0.0369275
22 4 9819 1 0 1 1 0.0726927
23 4 8968 1 1 1 0 0.0201475
24 4 10878 1 0 1 1 0.0397863
25 4 7538 1 1 1 0 0.0737597
26 4 8029 1 1 0 1 0.0450924
27 4 9374 1 1 0 1 0.0499556
28 4 8145 0 1 1 1 0.0588122
29 4 7989 0 1 1 1 0.039864
30 4 11594 1 1 0 1 0.0633331
31 4 9011 1 0 1 1 0.0309273
32 4 11785 1 0 1 1 0.0455314
33 4 12278 1 1 1 0 0.0460114
34 4 10096 1 0 1 1 0.0318113
35 4 13545 1 1 0 1 0.03688
36 4 5918 1 1 1 0 0.030213
37 4 6880 1 1 1 0 0.0764441
38 4 8629 1 1 1 0 0.0245794
39 4 9796 0 1 1 1 0.0335914
40 4 5451 1 1 1 0 0.0517409
41 4 10537 1 0 1 1 0.052187
42 4 8800 1 1 0 1 0.0537243
43 4 11395 1 1 1 0 0.0499446
44 4 5947 0 1 0 1 0.0262097
45 4 9929 1 1 1 0 0.0476159
46 4 5082 1 1 1 0 0.0418873
47 4 13900 0 1 1 1 0.0379455
48 4 10430 1 1 1 0 0.0178353
49 4 9932 1 0 1 1 0.0439186
50 4 10095 1 0 1 1 0.0251433
