1 10 16124 0 1 0 1 1 1 1 1 1 1 0.000222941
2 10 24600 1 1 0 1 1 1 1 1 0 1 2.3166e-05
3 10 20966 1 0 0 1 1 1 1 1 1 1 1.8625e-05
4 10 28375 1 1 1 0 1 1 1 1 1 1 1.696e-05
5 10 24766 1 1 0 1 1 1 1 0 1 1 1.651e-05
6 10 22949 1 1 0 1 1 1 1 0 1 1 1.7015e-05
7 10 21507 1 1 1 1 1 0 1 1 1 0 1.6856e-05
8 10 28682 1 1 0 1 1 1 0 1 1 1 1.6993e-05
9 10 29589 1 1 0 1 1 1 1 1 0 1 1.657e-05
10 10 21671 1 0 1 1 1 1 0 1 1 1 1.6713e-05
11 10 20346 1 1 1 1 1 1 0 1 0 1 2.0295e-05
12 10 23111 1 1 0 1 1 1 0 1 1 1 1.7039e-05
13 10 25448 1 1 1 1 1 0 1 0 1 1 1.6457e-05
14 10 25831 1 0 1 1 1 1 1 1 0 1 1.6694e-05
15 10 25428 1 1 1 1 0 1 1 1 1 1 1.6964e-05
16 10 26107 1 1 1 0 1 1 1 1 1 1 1.6395e-05
17 10 23515 1 1 1 1 1 1 1 0 1 1 2.5251e-05
18 10 22337 0 0 1 1 1 1 1 1 1 1 1.7468e-05
19 10 22756 1 1 1 0 1 1 0 1 1 1 1.6801e-05
20 10 19453 1 1 1 1 1 0 0 1 1 1 1.6556e-05
21 10 21377 1 1 0 0 1 1 1 1 1 1 1.6949e-05
22 10 26945 1 1 1 1 1 1 1 0 1 1 2.1935e-05
23 10 30272 1 1 1 1 0 1 1 1 1 1 1.7139e-05
24 10 24175 0 1 1 1 0 1 1 1 1 1 1.7271e-05
25 10 21281 0 1 1 0 1 1 1 1 0 1 1.6932e-05
26 10 23645 1 1 1 0 1 1 1 1 0 1 1.6455e-05
27 10 24910 1 1 1 1 1 1 1 0 1 1 1.669e-05
28 10 26928 1 1 1 1 0 0 1 1 1 1 1.6398e-05
29 10 29292 1 1 1 0 1 0 1 1 1 1 1.6625e-05
30 10 26815 1 1 1 1 1 0 1 1 0 1 1.6464e-05
31 10 22518 1 0 0 1 1 1 1 1 1 1 1.6966e-05
32 10 21104 1 1 1 0 1 1 1 1 1 0 1.6346e-05
33 10 24557 1 1 1 1 0 1 1 1 1 0 3.0267e-05
34 10 18759 1 1 0 1 1 1 1 0 1 1 1.7179e-05
35 10 19281 0 1 1 1 1 1 0 1 1 1 1.6783e-05
36 10 20770 1 0 1 1 1 1 1 1 1 1 1.7232e-05
37 10 26258 1 1 1 1 1 0 1 0 1 1 1.6052e-05
38 10 25268 1 1 0 0 1 1 1 1 1 1 1.7181e-05
39 10 14440 1 0 0 1 1 1 1 1 0 1 1.7247e-05
40 10 20567 0 1 1 1 1 1 1 1 0 1 1.6833e-05
41 10 24143 1 0 1 1 1 1 1 0 1 1 1.6763e-05
42 10 20236 1 0 1 1 1 1 0 1 1 1 1.6511e-05
43 10 22984 1 1 1 1 1 1 1 1 0 1 2.5474e-05
44 10 23415 1 0 1 1 1 1 0 1 1 1 1.7191e-05
45 10 24859 1 1 1 1 1 1 0 1 1 1 1.5871e-05
46 10 27933 1 1 1 0 0 1 1 1 1 1 1.7054e-05
47 10 23545 0 1 1 1 1 1 1 0 1 1 1.6869e-05
48 10 26543 1 1 1 0 1 1 1 0 1 1 1.6337e-05
49 10 28550 0 1 1 1 1 1 1 1 1 1 2.2407e-05
50 10 33578 1 1 1 1 1 1 1 1 1 0 1.7137e-05
