1 13 25943 1 1 0 1 1 1 0 1 1 1 1 1 1 0.000667732
2 13 28938 1 1 1 1 1 0 1 1 0 1 1 1 1 0.00062054
3 13 27803 1 1 1 1 1 1 0 1 1 1 0 1 1 0.000621714
4 13 32541 1 1 1 1 1 0 0 1 1 1 1 1 1 0.000623079
5 13 34789 1 1 1 1 0 1 1 0 1 1 1 1 1 0.000626345
6 13 32127 1 1 0 1 1 1 1 1 0 1 1 1 1 0.000622682
7 13 37313 0 1 1 1 1 0 1 1 1 1 1 1 1 0.00062247
8 13 29379 1 0 1 1 1 1 1 1 1 1 0 1 1 0.000626468
9 13 28391 1 1 1 0 1 0 1 1 1 1 1 0 1 0.000624827
10 13 32660 0 1 1 1 1 1 0 1 1 1 1 1 1 0.000624611
11 13 35560 0 1 1 1 0 1 1 1 1 1 1 1 1 0.000624397
12 13 27075 1 1 1 1 1 0 1 1 0 1 1 1 1 0.00062388
13 13 25342 1 1 1 1 1 0 1 1 1 0 1 1 1 0.000623141
14 13 27455 1 1 1 0 1 1 1 1 0 1 1 1 1 0.000622986
15 13 32687 1 1 1 1 1 1 0 1 1 1 1 1 0 0.000622979
16 13 26468 1 1 0 0 1 1 1 1 1 1 1 1 1 0.000622774
17 13 26235 1 1 1 1 1 1 1 0 1 1 0 1 1 0.000621211
18 13 24142 1 1 0 1 1 1 0 1 1 1 1 1 0 0.000623885
19 13 29695 1 1 1 1 1 0 1 1 1 0 1 1 0 0.000621908
20 13 35160 1 1 1 1 1 1 1 1 1 0 0 1 1 0.000624523
21 13 37851 1 1 1 1 1 1 1 1 1 1 0 1 1 0.000620866
22 13 34010 1 0 1 1 0 1 1 1 1 1 1 1 0 0.000624611
23 13 37832 1 1 1 1 1 1 1 0 1 1 0 1 1 0.000622184
24 13 29861 1 1 0 1 1 1 1 1 1 1 0 1 1 0.000636049
25 13 24706 1 0 1 1 1 1 1 1 0 1 1 1 1 0.000621773
26 13 34667 1 1 1 1 1 0 0 1 1 1 1 1 1 0.000623478
27 13 28454 1 1 1 1 1 1 0 1 1 1 1 1 0 0.000622055
28 13 27495 1 0 1 1 0 1 1 1 1 1 1 1 1 0.000622308
29 13 36541 1 1 1 1 1 0 1 1 1 1 1 0 1 0.000625327
30 13 32497 0 1 1 0 1 1 1 1 1 1 1 1 1 0.000626828
31 13 32652 0 1 0 1 1 1 1 1 1 1 1 0 1 0.00062281
32 13 30692 1 0 1 1 1 1 1 1 1 0 1 0 1 0.000622242
33 13 39925 1 1 1 0 1 1 1 1 0 1 1 1 1 0.000676567
34 13 31030 0 1 1 1 1 1 1 0 1 1 1 1 1 0.000631687
35 13 36869 1 1 1 1 1 1 1 1 1 0 1 1 0 0.000623335
36 13 38154 1 1 1 0 1 1 1 1 0 1 1 1 1 0.000627555
37 13 30324 1 1 1 1 0 1 1 1 0 1 1 1 1 0.000625669
38 13 30165 1 0 1 1 1 1 1 1 1 1 0 1 1 0.00062228
39 13 32675 1 1 1 0 0 1 1 1 1 1 1 1 1 0.000622218
40 13 26050 1 1 0 1 1 1 1 1 1 1 1 1 0 0.000621303
41 13 39390 1 1 1 0 0 1 1 1 1 1 1 1 1 0.000625144
42 13 32374 1 1 0 0 1 1 1 1 1 1 1 1 1 0.000620572
43 13 33994 1 1 0 1 1 1 1 1 0 1 1 1 1 0.000625994
44 13 27274 1 1 1 1 0 1 1 1 1 1 0 1 1 0.000622689
45 13 23663 1 1 1 1 1 0 1 1 1 1 1 0 1 0.000625658
46 13 31455 1 0 1 1 1 1 1 1 1 0 1 1 1 0.00062382
47 13 29835 1 1 1 1 1 1 1 1 1 1 0 1 0 0.000627396
48 13 34618 1 1 1 1 1 1 1 1 1 1 0 1 0 0.000621809
49 13 33528 1 1 0 1 1 1 0 1 1 1 1 1 1 0.000628137
50 13 23217 1 1 1 1 1 0 0 1 0 1 1 1 1 0.000622946
