1 19 38227 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 0.000290412
2 19 53744 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 1 1 1 3.1313e-05
3 19 49129 1 1 1 1 1 0 1 1 1 1 0 1 1 1 0 1 1 1 1 2.6672e-05
4 19 47794 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 2.4947e-05
5 19 57115 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 2.4068e-05
6 19 48782 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 2.429e-05
7 19 50723 1 1 0 1 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1 2.5149e-05
8 19 43123 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 2.608e-05
9 19 36916 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 2.4398e-05
10 19 38983 1 0 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 3.0266e-05
11 19 47413 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 2.4523e-05
12 19 40476 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 2.4226e-05
13 19 49951 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 2.7654e-05
14 19 47820 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 2.3952e-05
15 19 50583 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 2.4131e-05
16 19 52527 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 2.4122e-05
17 19 40548 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 3.1081e-05
18 19 49014 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 3.6239e-05
19 19 46531 1 0 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 2.8638e-05
20 19 46881 1 1 0 0 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 2.4065e-05
21 19 36078 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1 1 1 0 1 2.4181e-05
22 19 44051 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 2.4875e-05
23 19 56424 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 2.4812e-05
24 19 41950 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 1 2.4051e-05
25 19 46017 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 2.5205e-05
26 19 50376 0 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 2.7641e-05
27 19 49660 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 2.487e-05
28 19 41633 1 1 0 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 2.8328e-05
29 19 45445 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 1 2.4105e-05
30 19 53480 1 1 0 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 2.4739e-05
31 19 41865 1 1 1 0 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 2.2906e-05
32 19 47920 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0 2.5013e-05
33 19 39071 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 0 1 3.431e-05
34 19 48587 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 0 1 1 2.5262e-05
35 19 48873 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 2.43e-05
36 19 44879 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 2.3373e-05
37 19 50585 1 1 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1 1 1 2.8277e-05
38 19 43331 1 1 0 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 2.43e-05
39 19 49266 1 1 0 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 2.4327e-05
40 19 36891 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 2.3903e-05
41 19 42400 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 2.4028e-05
42 19 47951 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 0 2.3517e-05
43 19 39873 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 2.3952e-05
44 19 42016 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 2.4504e-05
45 19 42386 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1 1 3.419e-05
46 19 41147 1 1 1 1 1 1 1 0 1 0 1 1 0 1 1 1 1 1 1 2.7413e-05
47 19 54225 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 2.8763e-05
48 19 38976 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 2.4939e-05
49 19 34501 1 1 0 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 2.9671e-05
50 19 52429 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 2.5442e-05
