1 1 0 0 6.5591e-05
2 1 0 0 5.829e-06
3 1 0 0 2.591e-06
4 1 0 0 2.143e-06
5 1 0 0 1.865e-06
6 1 0 0 1.917e-06
7 1 0 0 1.879e-06
8 1 0 0 1.951e-06
9 1 0 0 1.875e-06
10 1 0 0 2.018e-06
11 1 0 0 1.947e-06
12 1 0 0 1.913e-06
13 1 0 0 1.943e-06
14 1 0 0 1.875e-06
15 1 0 0 2.034e-06
16 1 0 0 1.977e-06
17 1 0 0 1.924e-06
18 1 0 0 1.91e-06
19 1 0 0 1.902e-06
20 1 0 0 1.937e-06
21 1 0 0 1.919e-06
22 1 0 0 1.903e-06
23 1 0 0 1.95e-06
24 1 0 0 1.84e-06
25 1 0 0 1.97e-06
26 1 0 0 1.892e-06
27 1 0 0 1.947e-06
28 1 0 0 1.858e-06
29 1 0 0 1.909e-06
30 1 0 0 1.998e-06
31 1 0 0 1.955e-06
32 1 0 0 1.896e-06
33 1 0 0 2.288e-06
34 1 0 0 1.999e-06
35 1 0 0 1.938e-06
36 1 0 0 1.897e-06
37 1 0 0 2.006e-06
38 1 0 0 1.958e-06
39 1 0 0 1.913e-06
40 1 0 0 1.94e-06
41 1 0 0 1.868e-06
42 1 0 0 1.962e-06
43 1 0 0 1.883e-06
44 1 0 0 1.926e-06
45 1 0 0 1.98e-06
46 1 0 0 1.905e-06
47 1 0 0 1.916e-06
48 1 0 0 1.891e-06
49 1 0 0 1.874e-06
50 1 0 0 1.946e-06
