1 1 0 0 4.7789e-05
2 1 0 0 3.896e-06
3 1 0 0 2.342e-06
4 1 0 0 2.077e-06
5 1 0 0 1.988e-06
6 1 0 0 1.945e-06
7 1 0 0 1.95e-06
8 1 0 0 1.984e-06
9 1 0 0 1.989e-06
10 1 0 0 1.907e-06
11 1 0 0 1.99e-06
12 1 0 0 2e-06
13 1 0 0 1.959e-06
14 1 0 0 1.953e-06
15 1 0 0 1.928e-06
16 1 0 0 1.943e-06
17 1 0 0 1.869e-06
18 1 0 0 1.898e-06
19 1 0 0 1.952e-06
20 1 0 0 2.014e-06
21 1 0 0 2.007e-06
22 1 0 0 1.852e-06
23 1 0 0 2.01e-06
24 1 0 0 1.97e-06
25 1 0 0 1.955e-06
26 1 0 0 6.111e-06
27 1 0 0 2.083e-06
28 1 0 0 1.997e-06
29 1 0 0 1.954e-06
30 1 0 0 1.972e-06
31 1 0 0 1.949e-06
32 1 0 0 1.925e-06
33 1 0 0 1.941e-06
34 1 0 0 2.009e-06
35 1 0 0 1.954e-06
36 1 0 0 1.899e-06
37 1 0 0 1.993e-06
38 1 0 0 1.913e-06
39 1 0 0 1.958e-06
40 1 0 0 1.913e-06
41 1 0 0 1.895e-06
42 1 0 0 1.905e-06
43 1 0 0 1.923e-06
44 1 0 0 1.959e-06
45 1 0 0 1.938e-06
46 1 0 0 1.972e-06
47 1 0 0 1.982e-06
48 1 0 0 1.93e-06
49 1 0 0 1.973e-06
50 1 0 0 1.909e-06
