1 19 38227 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 0.00758619
2 19 53744 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 1 1 1 0.00971379
3 19 49129 1 1 1 1 1 0 1 1 1 1 0 1 1 1 0 1 1 1 1 0.0100029
4 19 47794 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 0.00856164
5 19 57115 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 0.00805188
6 19 48790 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 0.00760157
7 19 50723 1 1 0 1 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1 0.00896372
8 19 43123 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 0.00980261
9 19 36916 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 0.00930226
10 19 39249 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0.00783414
11 19 47413 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 0.00918262
12 19 40476 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 0.00896991
13 19 49951 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0.0104079
14 19 47820 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 0.0090736
15 19 51273 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 0.0101274
16 19 52839 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 0.00997862
17 19 40548 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0.0100016
18 19 49014 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 0.00887982
19 19 46531 1 0 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 0.0106345
20 19 46881 1 1 0 0 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 0.00827893
21 19 36288 1 1 1 1 1 1 0 1 1 0 0 0 1 1 1 1 1 0 1 0.0165867
22 19 44051 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0.00900486
23 19 56424 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 0.0100013
24 19 41950 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 1 0.0145789
25 19 46017 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0.00898455
26 19 50376 0 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0.0103566
27 19 49660 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 0.0107135
28 19 41633 1 1 0 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0.0100087
29 19 45445 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 1 0.0143291
30 19 53480 1 1 0 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0.00797738
31 19 41865 1 1 1 0 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 0.0102126
32 19 48065 1 1 1 1 0 1 0 1 1 1 1 1 0 1 1 1 1 1 1 0.0123352
33 19 39071 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 0 1 0.010584
34 19 48587 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 0 1 1 0.01005
35 19 48940 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 0.0108137
36 19 44879 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 0.00820083
37 19 50585 1 1 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1 1 1 0.00991097
38 19 43666 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 0.0105442
39 19 49266 1 1 0 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 0.00968439
40 19 36891 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 0.00829144
41 19 42458 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 0 1 1 1 0.0121208
42 19 47951 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 0 0.010422
43 19 39894 0 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0.00812705
44 19 42016 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0.0102935
45 19 42666 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1 1 0.0104499
46 19 41147 1 1 1 1 1 1 1 0 1 0 1 1 0 1 1 1 1 1 1 0.013125
47 19 54225 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0.0115626
48 19 38976 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 0.0103382
49 19 34947 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 0.00894661
50 19 52952 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 0 1 1 1 0.0121524
