1 15 -352 -107 5491 7744 9683 11103 11100 11746 11525 11225 12354 12575 12578 12357 12354 11749 13162 13383 12737 12740 12519 12516 13162 12425 12646 13383 12254 12257 12036 12033 13162 11742 11963 13383 11970 13112 13115 12894 12891 13112 12466 12469 13115 12378 12375 13112 11983 11986 13115 11973 12578 11932 11929 12575 11970 12270 12273 12052 12049 12270 11624 11627 12273 11973 12067 12064 11970 11973 11752 12894 12248 12469 11732 12378 12157 12894 11765 11986 11340 12469 11327 12740 12003 12649 12646 12000 12737 12516 11779 12425 12428 12649 11520 12257 11611 12740 11320 11966 11963 11317 12737 11608 12254 12033 11387 12516 11103 12245 12891 12154 12375 11729 12466 12245 12248 11511 12157 12154 11508 12245 11116 11762 12891 11749 12049 11403 12008 11708 12354 11617 11917 12138 11838 12575 11446 11746 11141 12270 11533 12138 11492 11495 11274 11271 12008 10879 11525 10920 12049 11312 11917 11271 11492 11192 11929 11708 11711 12357 11752 12052 11406 11627 11327 11973 11236 12649 11229 11966 11745 11742 11096 12516 10975 12117 12763 12984 12987 12766 12763 12026 12247 12984 12338 12341 12987 12250 12247 11601 12338 12117 12120 12766 12029 12250 11604 12341 12120 11383 12029 12026 11380 12117 10988 11634 12763 11621 13162 11223 11444 13383 11842 12984 11855 11858 12987 11845 12450 12447 12226 12229 12450 11804 11801 12447 11842 12142 3376 225 0.01774176500000002
2 15 -428 -194 -18 12810 14451 15808 15384 16649 16177 16501 15287 14963 16177 14912 16211 14997 15469 14170 15435 16649 15292 15616 15144 16501 15236 15708 15384 15607 15135 15459 15236 15660 15336 15808 14594 14170 15384 14912 15336 14122 14594 13237 14502 14078 15435 14963 15186 13921 15135 14912 15236 14022 15321 14997 13698 14963 13606 14905 13640 14997 13627 14892 16106 14841 16211 14854 15326 14112 15469 14099 15313 15637 15165 14841 15313 14014 15384 14027 15326 13956 15313 13672 13996 15637 14423 14099 14322 13850 15064 14841 15265 14051 13627 14841 13542 14912 13698 14170 14494 15708 14351 15616 14402 14078 15292 14820 16177 14807 16106 14749 15221 14007 13535 14905 13264 11999 13640 14854 15178 13964 15321 13951 15165 13866 15236 13879 15178 13808 15165 13524 13996 12782 14423 13951 14174 13850 13627 14099 12800 14170 14393 15607 14250 14574 14351 14775 14451 14027 15292 13922 15279 16649 15008 14536 16177 14528 15827 14613 13348 14997 13356 14570 16211 14562 15827 14470 14942 13728 13256 14905 13180 14394 13129 14854 13555 14912 13271 14570 13213 14854 13484 14841 13200 14570 12921 14562 15034 15358 14886 14562 14986 13772 13348 14562 14785 13571 13348 13820 15469 13828 13356 13680 15321 13672 14886 13587 15236 13595 14860 16501 15131 15603 15279 15502 15030 15354 15131 14807 15279 14065 15435 13794 15008 13743 15384 13735 3376 225 0.015251161000000124
3 15 -437 -192 10711 11594 11189 13344 13836 13303 15438 16292 15800 14946 15438 14555 15409 16292 14968 15383 14891 14476 16075 15221 15713 14830 14338 15662 14063 14946 15361 14478 14063 14917 15800 14476 15009 14155 14647 14114 15713 14078 14932 14440 16075 15192 14338 15221 15636 14753 14338 14743 15626 15221 13622 14946 15351 14468 14960 14555 14063 14596 13272 14155 14570 14037 15636 14001 14493 14078 14483 13991 15626 14027 15351 13716 14208 13803 15438 14114 14968 15373 14881 14476 14968 14085 15409 14917 13593 15192 13557 14440 13586 15221 13149 14473 15327 14444 13590 15662 14027 14910 13586 14119 13236 12703 14338 12739 14063 14468 13144 14743 13108 13991 13586 14078 13195 14830 13231 14555 12920 14519 14027 12703 13586 14001 13118 14753 13154 14478 12843 13726 15361 14037 14891 14008 14500 15383 14529 14934 14519 15373 14490 14085 14500 13646 14529 14114 14519 13636 14960 13325 14208 12884 14519 12447 14046 13641 15713 13578 14432 13940 16075 14003 15327 13728 15800 14165 14657 16292 14220 14635 14143 13728 14261 13407 13899 13366 15438 13283 14882 14390 13507 15662 13527 14410 13086 15221 13066 14390 12791 14946 13311 14910 12838 14473 14965 14082 13590 14473 14878 13995 13590 14005 12681 14753 12618 13501 15636 13564 14418 14003 14536 13682 14174 13641 14965 13366 14220 14625 14133 13728 14220 13337 15409 13774 14657 13803 3376 225 0.01580621800000004
4 15 -171 3063 3926 2447 4824 5499 4636 3961 4824 3240 5194 6963 7638 6775 6100 6963 5009 6867 7542 6679 6004 6867 5098 5773 7542 5684 7638 5869 6084 5409 5194 5869 5006 6775 4821 6679 4910 5773 5988 5313 5098 4235 6189 4331 6100 4146 6004 4235 5714 3856 5810 4331 5194 2817 4675 5350 4487 3812 6189 -10 5194 -5 5810 3433 4296 4971 4108 3433 3648 2169 4546 5409 3455 5313 4450 5125 5988 4130 6084 5221 5006 4331 4546 5221 3267 5125 4910 4235 4450 2592 4546 -20 6100 3723 4586 6963 -37 5409 3032 4801 4586 5261 7638 -55 6084 3707 3492 5869 3915 5773 3396 5350 3492 5261 4398 6775 -38 5221 2844 4613 4398 3723 3938 4801 2847 5224 5899 5684 7163 6488 5625 6300 7163 5394 5609 4934 4719 6488 5009 5684 4821 6300 4531 5394 4719 3856 5625 4146 6003 4234 5097 5772 4909 5124 4449 5312 5097 3240 5098 2721 4675 3812 1954 4331 2377 4235 1858 3812 -1 2169 3938 4613 2659 5036 5899 4130 5609 4746 4531 3856 4071 4934 3455 5312 2935 3610 3395 5772 3915 5684 3307 5261 -1 4801 -37 5224 5009 4146 4821 5036 4361 5224 3455 4130 3915 5666 4991 4128 4803 5666 3289 3504 2829 2614 4991 3240 5009 2632 4586 2817 4674 3811 4486 2629 5006 3052 3376 225 0.015592405000000031
5 15 -34 18175 17680 17933 17172 17667 17414 18175 17386 17639 17144 17933 17129 16876 17680 16919 17414 16625 17386 16891 17680 16856 17351 18175 17371 16876 16115 16919 17172 16383 17144 16891 16130 16919 16095 16856 17109 17933 17058 17553 17300 18175 16997 17250 16755 17933 16587 17082 16829 18175 16819 17072 16577 17933 16268 16763 16510 18175 16255 16508 16013 17933 15983 16478 16225 18175 16130 16383 15888 17933 15766 16261 16008 18175 -1828 17680 16805 17300 16539 17414 16610 17371 16582 17386 16562 17351 16590 17414 16236 16997 16502 17680 16334 16829 16068 17414 16058 16819 16324 17680 16015 16510 15749 17414 15494 16255 15760 17680 15730 16225 15464 17414 15369 16130 15635 17680 15513 16008 15247 17414 -1828 18175 -1828 17414 -1828 17667 16878 17639 16835 16582 16087 16891 16067 16856 16052 16876 16087 16340 17144 16320 17109 16348 17172 16368 17129 16340 16835 16074 16878 16625 16130 15326 16115 16610 16863 17667 16843 16590 16095 16348 16843 16054 16878 16383 15579 16368 16863 16074 15821 16625 15801 16590 15786 16610 15821 16582 15758 16562 16815 17639 16764 17553 16792 17667 16489 17250 16461 17639 16293 17082 16321 17667 16311 17072 16283 17639 15974 16763 16002 17667 15747 16508 15719 17639 15689 16478 15717 17667 15622 16383 15594 17639 15472 16261 15500 17667 -34 17933 -1828 17680 -1828 18175 -1828 17386 16511 17300 3376 218 0.01534952700000014
6 15 -202 1935 0 2331 4332 2001 2505 504 2835 4823 4319 4569 2581 3085 2835 2331 4319 1988 2770 782 3113 2331 3541 1210 1714 504 2492 4823 -45 4569 2238 2742 2492 1988 2238 250 2581 2331 3423 1092 1596 504 2099 1595 1845 250 2251 2001 0 1988 -1 1092 1342 250 1460 1210 0 1595 -11 2331 -4 979 1483 504 1286 782 1032 250 1229 979 0 1092 -32 782 0 569 -39 504 754 3085 -45 2742 754 250 0 504 -12 170 0 -9 -61 504 -22 1935 -25 250 -15 170 -26 2331 -36 1935 -65 1988 -16 2001 -47 782 -58 1210 -27 1988 -33 979 -64 782 -71 1595 -40 1988 -55 170 -86 782 -96 1935 -99 1092 -50 2001 -76 1210 -61 1092 -67 979 -82 2001 -89 1595 -74 1092 -89 170 -104 2001 -114 1935 -125 1210 -93 979 -106 1595 -100 1210 -115 170 -121 979 -131 1935 -138 1595 -128 170 -153 1935 -180 569 -42 250 -64 -9 -75 2331 -53 569 -82 1988 -104 -9 -135 782 -113 569 -116 1092 -138 -9 -153 2001 -131 569 -142 1210 -164 -9 -170 979 -148 569 -155 1595 -177 -9 -192 170 -170 569 -219 -9 -202 -254 -22 -77 754 -10 1286 -21 3113 -24 2581 -27 3423 -24 3376 225 0.01568530399999979
7 15 -177 16792 18677 18430 17970 18992 18523 18770 17817 18286 18039 18992 17962 18209 17740 18770 17748 19142 18895 17942 18411 17381 18334 17865 18895 17501 18523 17570 18039 17017 18411 16899 17921 18168 17699 18652 18405 17452 17921 16891 17844 18091 17622 18652 17630 19142 18189 17942 16912 17934 18181 17159 18189 16795 17817 18277 18030 17570 17817 16787 18181 16669 17699 18159 17912 17452 17699 16677 18189 16619 17572 19142 18112 17865 16912 17381 17628 17159 18112 16718 17748 18217 18677 18208 17961 18430 17477 17724 18677 17647 17400 18430 16918 17940 18187 17727 17480 18992 17422 17669 17200 18770 17258 18652 17082 17551 17304 16835 18405 17383 18895 17325 17572 16542 18112 16600 17630 18099 17852 17383 17843 18090 17630 17383 16430 17942 16548 17570 16540 17934 16422 17452 16430 16899 17852 16822 18334 16940 17970 18217 17264 18286 17256 18209 17187 18217 16705 18099 17146 18168 17138 18091 17069 18099 16529 17551 16598 18168 16774 18286 16716 17669 16647 18217 16332 17354 17107 18992 17061 17521 17768 17308 17061 16592 18523 17493 17962 17009 18039 16527 17921 16351 17304 16282 17852 16458 17970 17501 17961 17008 18030 17000 17953 18200 17740 17493 17953 16931 17961 16449 17843 16890 17912 16882 17835 18082 17622 17375 18405 17011 18523 16953 17422 16469 18039 16154 17107 16638 18523 16546 17940 18409 17456 17703 17234 18187 3376 225 0.01564753600000013
8 15 -37 19089 20554 19895 19232 19891 20554 19847 19188 19895 18937 19596 20554 19234 18575 19895 18430 19089 18426 19891 20471 19812 19232 18525 19188 19768 19105 19812 18854 19513 20471 19764 19184 19891 18933 19596 18889 19847 19184 18525 19105 19764 18806 19513 18933 18274 19232 17912 18575 19155 18492 19812 18347 19010 18430 17767 19232 17639 18302 19895 18280 18939 20554 18961 18302 17595 19188 18230 18937 18274 18854 18147 19105 17785 18492 19151 20471 19006 18426 17767 18347 19006 18299 19764 18444 19151 18571 19891 18298 18961 18254 19847 18527 19234 18571 17912 18492 17534 18854 17389 18347 17640 19105 17512 18219 19812 18197 18860 18280 17617 19232 17544 18207 19895 18166 18825 20554 18866 18207 17500 19188 17868 18575 17617 18937 17472 18430 17723 19188 17573 18280 17322 18937 17344 18302 16982 18575 17110 18430 16837 18302 16687 18280 16960 18575 16887 18207 17249 18937 17208 18166 18746 18083 19812 18124 18783 20471 18878 18298 17639 18219 18878 18171 19764 18149 18856 20471 18742 18162 19891 18276 18939 18232 19847 18382 19089 18131 19596 18276 19234 17769 19089 17496 18961 18003 19596 17981 18939 17619 19234 17641 18961 17346 18939 17474 19089 17401 18866 18203 19891 18058 18721 20554 18632 17973 19895 18062 18721 18014 19847 18159 18866 17908 19596 17867 18825 18162 17503 19232 17399 18062 17355 19188 17459 18166 17503 3376 225 0.015121142000000143
9 15 -126 19936 19796 19025 19451 19591 19165 19936 19084 18944 19796 18939 19365 18594 19451 18599 19370 18944 18173 19025 19165 18313 19084 18227 19079 19936 18999 18859 19796 18355 18781 18921 18495 19936 18490 18350 19796 18300 18440 19936 18293 18719 18579 18153 19796 17919 18345 18485 18059 19936 17872 18298 18158 17732 19796 17673 18099 17328 19451 18514 19285 18859 18088 19025 18168 18939 19079 18308 19165 18228 18999 18147 19084 17643 18495 18355 17584 19025 17579 18350 17498 18944 18087 18939 18002 18859 18007 18944 17503 18355 17498 18939 17493 18350 17413 18859 17418 18355 16909 18350 16854 18300 17529 19025 17382 18153 18293 17522 19165 17724 18495 17638 19079 18142 18999 17558 18495 17049 18490 17719 19165 17669 18440 17588 19084 17638 18490 17633 19079 17583 18440 17503 18999 17553 18490 16994 18440 16999 18495 16852 18293 17441 19084 17207 18059 17919 17148 19025 16961 17732 17872 17101 19165 17288 18059 17202 19079 17436 18293 17356 18999 17122 18059 16618 18495 16431 17872 17020 19084 16961 17813 19936 17804 18230 18090 17664 19796 17639 18065 18205 17779 19936 -1877 19796 -45 19451 18010 18781 17929 19370 18513 19365 18428 19285 18433 19370 17924 18064 17638 17498 17924 17153 18599 18739 19591 18734 18594 18168 18308 18734 17882 18739 18313 18173 18599 17742 18594 17657 18514 18654 19591 18150 18921 18069 17929 17503 3376 224 0.015121492000000014
10 15 -189 18198 17736 17922 17366 17180 17736 17156 17618 18198 17642 17180 16600 17156 17342 17922 17311 17125 17736 17074 17536 18198 17587 17125 16569 17180 16518 17074 17260 17922 17174 16988 17736 16742 17204 18198 17450 16988 16432 17180 16186 16742 16928 17922 16866 16680 17736 16593 17055 18198 17142 16680 16124 17180 16037 16593 16779 17922 15981 15795 17736 15549 16011 18198 16257 15795 15239 17180 14993 15549 15735 17922 15563 15377 17736 15311 15773 18198 15839 15377 14821 17180 14755 15311 15497 17922 15448 15262 17736 -2065 18198 15724 15262 14706 17180 -2065 17736 -2065 17922 -189 17241 17055 16499 17642 17062 17618 17007 17587 17031 17642 16980 17536 16956 17618 16870 17450 16894 17642 16648 17204 16624 17618 16562 17142 16586 17642 15701 16257 15677 17618 16475 17055 16444 17587 16925 17536 16788 17450 16839 17587 16593 17204 16542 17536 16480 17142 16531 17587 15646 16257 15595 17536 16393 17055 16307 17450 16456 17204 16148 17142 16394 17450 15509 16257 15263 17204 16061 17055 15999 17142 15201 16257 15114 17055 14868 16011 16197 15735 15179 17366 16786 17342 16731 17311 16755 17366 16704 17260 16680 17342 16594 17174 16618 17366 16372 16928 16348 17342 16286 16866 16310 17366 16223 16779 17241 16685 16499 16037 16223 16685 16105 16661 17241 16630 16444 15982 17125 16545 17156 16494 17074 16463 17125 16377 16988 16408 3376 222 0.015187733999999953
