-1 4 1 1519 0 1 0 1 23 1.493e-06
-2 4 1 2621 0 0 1 1 23 1.122e-06
-3 4 1 2169 1 1 0 1 6 6.96e-07
-4 4 1 2709 1 1 1 0 4 6.46e-07
-5 4 0 0 0 0 0 0 27 1.069e-06
-6 4 1 1078 0 1 1 1 6 7.76e-07
-7 4 0 0 0 0 0 0 29 1.049e-06
-8 4 0 0 0 0 0 0 27 9.37e-07
-9 4 1 3301 1 0 0 1 11 7.78e-07
-10 4 1 3041 1 1 1 0 4 6.22e-07
-11 4 1 1961 1 0 1 0 5 7.13e-07
-12 4 1 3018 0 0 1 1 23 9.58e-07
-13 4 0 0 0 0 0 0 27 9.4e-07
-14 4 1 3363 1 1 1 0 4 6.37e-07
-15 4 0 0 0 0 0 0 31 1.083e-06
-16 4 1 2838 1 1 0 0 3 6.19e-07
-17 4 1 3705 1 1 1 0 4 6.43e-07
-18 4 0 0 0 0 0 0 29 9.69e-07
-19 4 0 0 0 0 0 0 29 8.78e-07
-20 4 1 3527 1 0 1 1 10 6.89e-07
-21 4 1 2294 1 1 1 0 4 6.42e-07
-22 4 0 0 0 0 0 0 25 9.91e-07
-23 4 0 0 0 0 0 0 29 8.7e-07
-24 4 0 0 0 0 0 0 29 8.53e-07
-25 4 0 0 0 0 0 0 27 9.3e-07
-26 4 0 0 0 0 0 0 29 8.77e-07
-27 4 1 3154 0 1 1 1 14 7.91e-07
-28 4 1 2928 0 1 0 1 15 8.36e-07
-29 4 1 2041 1 1 1 0 4 6.32e-07
-30 4 0 0 0 0 0 0 29 8.94e-07
-31 4 0 0 0 0 0 0 25 9e-07
-32 4 0 0 0 0 0 0 23 8.57e-07
-33 4 0 0 0 0 0 0 27 1.022e-06
-34 4 1 3748 1 0 1 0 5 6.58e-07
-35 4 0 0 0 0 0 0 27 8.92e-07
-36 4 1 4032 0 1 1 0 17 7.48e-07
-37 4 1 2900 0 1 1 0 17 8.11e-07
-38 4 0 0 0 0 0 0 27 9.05e-07
-39 4 1 4187 1 0 0 1 9 7.16e-07
-40 4 1 2669 1 0 1 1 6 6.8e-07
-41 4 0 0 0 0 0 0 31 9.69e-07
-42 4 1 4274 0 1 1 0 17 7.67e-07
-43 4 0 0 0 0 0 0 25 9.22e-07
-44 4 0 0 0 0 0 0 29 8.99e-07
-45 4 0 0 0 0 0 0 27 9.19e-07
-46 4 1 3094 1 0 0 1 9 7.4e-07
-47 4 0 0 0 0 0 0 29 9.19e-07
-48 4 1 3268 1 0 1 0 9 7e-07
-49 4 0 0 0 0 0 0 29 8.69e-07
-50 4 0 0 0 0 0 0 25 8.99e-07
-51 4 0 0 0 0 0 0 29 8.76e-07
