-1 10 1 6457 1 1 1 1 1 1 0 0 1 1 13 1.741e-06
-2 10 1 7531 1 1 1 1 1 0 0 0 1 1 36 1.859e-06
-3 10 1 8958 1 1 1 0 1 1 1 0 0 1 56 2.166e-06
-4 10 1 8045 1 0 1 1 1 1 1 1 0 0 420 6.739e-06
-5 10 0 0 0 0 0 0 0 0 0 0 0 0 1663 2.0015e-05
-6 10 1 9149 1 1 1 1 1 1 0 0 0 1 22 1.592e-06
-7 10 0 0 0 0 0 0 0 0 0 0 0 0 1787 2.136e-05
-8 10 0 0 0 0 0 0 0 0 0 0 0 0 1927 2.249e-05
-9 10 1 9776 1 1 1 1 1 0 1 1 0 0 10 1.467e-06
-10 10 1 7501 1 1 1 1 1 0 1 0 1 1 23 1.583e-06
-11 10 1 9945 1 1 1 1 1 0 1 0 0 0 9 1.401e-06
-12 10 1 9484 1 1 1 1 1 1 0 0 0 1 18 1.486e-06
-13 10 0 0 0 0 0 0 0 0 0 0 0 0 1693 2.043e-05
-14 10 1 9091 1 1 1 0 1 0 1 1 0 1 88 2.517e-06
-15 10 0 0 0 0 0 0 0 0 0 0 0 0 1833 2.2002e-05
-16 10 1 10771 1 1 0 1 1 1 0 0 1 1 146 3.249e-06
-17 10 1 9158 1 1 1 1 0 0 1 0 0 1 31 1.705e-06
-18 10 0 0 0 0 0 0 0 0 0 0 0 0 1785 2.0916e-05
-19 10 0 0 0 0 0 0 0 0 0 0 0 0 1957 2.2604e-05
-20 10 1 8770 1 1 1 1 1 1 0 1 0 0 16 1.45e-06
-21 10 1 9369 1 1 1 1 0 1 0 1 1 0 30 1.765e-06
-22 10 0 0 0 0 0 0 0 0 0 0 0 0 1933 2.2045e-05
-23 10 0 0 0 0 0 0 0 0 0 0 0 0 1725 2.0417e-05
-24 10 0 0 0 0 0 0 0 0 0 0 0 0 1969 2.2852e-05
-25 10 0 0 0 0 0 0 0 0 0 0 0 0 1757 2.0218e-05
-26 10 0 0 0 0 0 0 0 0 0 0 0 0 1769 2.0364e-05
-27 10 1 10141 1 1 1 1 0 0 0 1 0 0 22 1.58e-06
-28 10 1 7687 1 1 1 1 1 0 1 1 0 0 18 1.506e-06
-29 10 1 8518 1 1 1 1 0 0 1 1 1 1 39 1.805e-06
-30 10 0 0 0 0 0 0 0 0 0 0 0 0 1931 2.2091e-05
-31 10 0 0 0 0 0 0 0 0 0 0 0 0 1779 2.0684e-05
-32 10 0 0 0 0 0 0 0 0 0 0 0 0 1881 2.1845e-05
-33 10 0 0 0 0 0 0 0 0 0 0 0 0 1885 2.1866e-05
-34 10 1 10348 1 1 1 1 0 1 0 1 0 1 50 1.942e-06
-35 10 0 0 0 0 0 0 0 0 0 0 0 0 1969 2.2357e-05
-36 10 1 6607 1 1 1 1 1 0 1 1 1 0 33 1.687e-06
-37 10 1 8876 1 0 1 1 1 0 0 1 1 1 404 6.232e-06
-38 10 0 0 0 0 0 0 0 0 0 0 0 0 1795 2.1159e-05
-39 10 1 8629 1 1 1 1 0 1 0 1 0 0 11 1.501e-06
-40 10 1 8204 1 1 1 1 1 0 1 1 0 1 21 1.54e-06
-41 10 0 0 0 0 0 0 0 0 0 0 0 0 1679 1.9341e-05
-42 10 1 7737 1 1 1 1 0 1 1 1 1 0 11 1.448e-06
-43 10 0 0 0 0 0 0 0 0 0 0 0 0 1761 2.0393e-05
-44 10 0 0 0 0 0 0 0 0 0 0 0 0 1831 2.1567e-05
-45 10 0 0 0 0 0 0 0 0 0 0 0 0 1731 2.002e-05
-46 10 1 8421 1 1 1 1 1 0 0 1 0 1 28 1.672e-06
-47 10 0 0 0 0 0 0 0 0 0 0 0 0 1807 2.1331e-05
-48 10 1 7979 1 1 1 1 1 1 0 0 0 1 14 1.452e-06
-49 10 0 0 0 0 0 0 0 0 0 0 0 0 1901 2.1818e-05
-50 10 0 0 0 0 0 0 0 0 0 0 0 0 1749 2.0093e-05
-51 10 0 0 0 0 0 0 0 0 0 0 0 0 1841 2.1297e-05
-52 10 1 6387 1 1 1 1 1 1 0 0 1 0 12 1.431e-06
-53 10 1 10354 1 1 1 1 1 1 1 0 0 0 8 1.403e-06
-54 10 1 9217 1 1 1 1 1 0 0 0 1 1 18 1.493e-06
-55 10 0 0 0 0 0 0 0 0 0 0 0 0 1877 2.182e-05
-56 10 0 0 0 0 0 0 0 0 0 0 0 0 1887 2.1758e-05
-57 10 1 9598 1 1 1 1 1 1 0 0 1 0 12 1.425e-06
-58 10 0 0 0 0 0 0 0 0 0 0 0 0 1681 1.9509e-05
-59 10 0 0 0 0 0 0 0 0 0 0 0 0 1833 2.1146e-05
-60 10 1 7097 1 0 1 1 1 1 1 0 1 0 204 3.966e-06
-61 10 1 9051 1 1 1 1 0 1 0 1 1 0 42 1.792e-06
-62 10 0 0 0 0 0 0 0 0 0 0 0 0 1855 2.1375e-05
-63 10 0 0 0 0 0 0 0 0 0 0 0 0 1843 3.5257e-05
-64 10 0 0 0 0 0 0 0 0 0 0 0 0 1863 2.0931e-05
-65 10 0 0 0 0 0 0 0 0 0 0 0 0 1909 2.0891e-05
-66 10 1 7795 1 1 1 1 1 0 1 0 0 1 18 1.463e-06
-67 10 0 0 0 0 0 0 0 0 0 0 0 0 1885 2.1232e-05
-68 10 1 8057 1 1 1 1 1 1 0 0 0 1 14 1.422e-06
-69 10 0 0 0 0 0 0 0 0 0 0 0 0 1957 2.1667e-05
-70 10 0 0 0 0 0 0 0 0 0 0 0 0 1851 2.061e-05
-71 10 1 7921 1 1 1 1 1 1 1 0 0 1 13 1.464e-06
-72 10 1 9343 1 1 1 1 1 0 0 1 0 1 28 1.582e-06
-73 10 1 7108 1 1 1 1 0 1 0 1 1 1 13 1.479e-06
-74 10 0 0 0 0 0 0 0 0 0 0 0 0 1917 2.1114e-05
-75 10 0 0 0 0 0 0 0 0 0 0 0 0 1887 2.0812e-05
-76 10 1 9638 1 1 1 1 0 0 1 0 1 1 36 1.85e-06
-77 10 0 0 0 0 0 0 0 0 0 0 0 0 1939 2.15e-05
-78 10 0 0 0 0 0 0 0 0 0 0 0 0 1743 1.9766e-05
-79 10 1 8737 1 1 1 1 1 1 1 0 0 0 8 1.358e-06
-80 10 1 10785 1 1 1 1 0 1 0 1 1 0 40 1.796e-06
-81 10 0 0 0 0 0 0 0 0 0 0 0 0 1721 1.9424e-05
-82 10 1 7666 1 1 1 1 0 1 1 1 1 0 49 1.792e-06
-83 10 1 9221 1 1 1 0 1 1 0 1 1 1 47 1.97e-06
-84 10 0 0 0 0 0 0 0 0 0 0 0 0 1849 2.3096e-05
-85 10 0 0 0 0 0 0 0 0 0 0 0 0 1621 1.8191e-05
-86 10 0 0 0 0 0 0 0 0 0 0 0 0 1771 1.9698e-05
-87 10 0 0 0 0 0 0 0 0 0 0 0 0 1923 2.1428e-05
-88 10 0 0 0 0 0 0 0 0 0 0 0 0 1857 2.0821e-05
-89 10 0 0 0 0 0 0 0 0 0 0 0 0 1915 2.137e-05
-90 10 1 7270 1 1 1 1 0 1 1 1 0 0 42 1.762e-06
-91 10 0 0 0 0 0 0 0 0 0 0 0 0 1845 2.0273e-05
-92 10 0 0 0 0 0 0 0 0 0 0 0 0 1781 1.9914e-05
-93 10 0 0 0 0 0 0 0 0 0 0 0 0 1657 1.8747e-05
-94 10 0 0 0 0 0 0 0 0 0 0 0 0 1889 2.1215e-05
-95 10 1 9094 1 1 1 1 1 1 1 0 0 0 8 1.388e-06
-96 10 1 10634 1 1 1 1 0 0 0 1 1 1 40 1.722e-06
-97 10 0 0 0 0 0 0 0 0 0 0 0 0 1917 2.1388e-05
-98 10 1 8286 1 1 1 1 1 0 1 0 1 0 26 1.545e-06
-99 10 0 0 0 0 0 0 0 0 0 0 0 0 1787 2.0031e-05
-100 10 1 9716 1 1 1 1 0 1 0 1 0 0 41 1.697e-06
-101 10 1 9789 1 1 1 1 1 1 0 1 0 0 10 1.349e-06
-102 10 1 7929 1 1 1 1 1 0 1 0 1 0 30 1.564e-06
-103 10 1 7500 1 1 1 1 0 1 1 0 0 1 30 1.633e-06
-104 10 0 0 0 0 0 0 0 0 0 0 0 0 1799 2.0105e-05
-105 10 0 0 0 0 0 0 0 0 0 0 0 0 1841 2.044e-05
-106 10 0 0 0 0 0 0 0 0 0 0 0 0 1763 2.0117e-05
-107 10 0 0 0 0 0 0 0 0 0 0 0 0 1781 1.9861e-05
-108 10 1 8910 1 1 1 1 0 1 1 1 1 0 45 1.803e-06
-109 10 1 6318 1 1 1 0 0 1 1 1 1 0 142 2.95e-06
-110 10 0 0 0 0 0 0 0 0 0 0 0 0 1827 2.051e-05
-111 10 1 10929 0 1 1 1 1 1 1 0 1 0 888 1.0688e-05
-112 10 0 0 0 0 0 0 0 0 0 0 0 0 1901 2.0838e-05
-113 10 0 0 0 0 0 0 0 0 0 0 0 0 1799 2.0004e-05
-114 10 1 8706 1 1 0 0 1 1 1 1 1 0 250 4.256e-06
-115 10 0 0 0 0 0 0 0 0 0 0 0 0 1699 1.9615e-05
-116 10 0 0 0 0 0 0 0 0 0 0 0 0 1855 2.0607e-05
-117 10 0 0 0 0 0 0 0 0 0 0 0 0 1927 2.1192e-05
