-1 15 1 3956 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 2.713e-06
-2 15 1 1649 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2.198e-06
-3 15 1 6751 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 2.224e-06
-4 15 1 7163 0 1 1 1 1 0 0 0 0 0 0 0 1 0 0 104 4.675e-06
-5 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32767 0.000718385
-6 15 1 1988 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2.034e-06
-7 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32689 0.000726105
-8 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32755 0.000710812
-9 15 1 4507 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 2.089e-06
-10 15 1 10347 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 1 2.189e-06
-11 15 1 3804 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2.005e-06
-12 15 1 7822 1 1 1 1 1 1 0 1 0 0 0 0 0 0 0 10 2.371e-06
-13 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32617 0.000835158
-14 15 1 3588 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 3.675e-06
-15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 4.18e-06
-16 15 1 7011 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 3.046e-06
-17 15 1 1508 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2.693e-06
-18 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22911 0.000935872
-19 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32761 0.000748122
-20 15 1 17219 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 91 4.898e-06
-21 15 1 10479 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 1 2.224e-06
-22 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8544 0.000196249
-23 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20134 0.000457269
-24 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23790 0.000542422
-25 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17480 0.000415658
