-1 4 1 0 0 0 0 0 16 1.775e-06
-2 4 1 0 0 0 0 0 16 1.258e-06
-3 4 1 0 0 0 0 0 16 1.108e-06
-4 4 1 0 0 0 0 0 16 1.032e-06
-5 4 0 0 0 0 0 0 16 1.498e-06
-6 4 1 0 0 0 0 0 16 1.015e-06
-7 4 0 0 0 0 0 0 16 1.094e-06
-8 4 0 0 0 0 0 0 16 1.123e-06
-9 4 1 0 0 0 0 0 16 1.173e-06
-10 4 1 0 0 0 0 0 16 9.64e-07
-11 4 1 0 0 0 0 0 16 1.17e-06
-12 4 1 0 0 0 0 0 16 1.006e-06
-13 4 0 0 0 0 0 0 16 9.64e-07
-14 4 1 0 0 0 0 0 16 1.057e-06
-15 4 0 0 0 0 0 0 16 9.4e-07
-16 4 1 0 0 0 0 0 16 9.78e-07
-17 4 1 0 0 0 0 0 16 1.07e-06
-18 4 0 0 0 0 0 0 16 9.53e-07
-19 4 0 0 0 0 0 0 16 9.26e-07
-20 4 1 0 0 0 0 0 16 1.343e-06
-21 4 1 0 0 0 0 0 16 9.22e-07
-22 4 0 0 0 0 0 0 16 9.76e-07
-23 4 0 0 0 0 0 0 16 1.417e-06
-24 4 0 0 0 0 0 0 16 1.545e-06
-25 4 0 0 0 0 0 0 16 1.286e-06
-26 4 0 0 0 0 0 0 16 1.451e-06
-27 4 1 0 0 0 0 0 16 1.529e-06
-28 4 1 0 0 0 0 0 16 1.543e-06
-29 4 1 0 0 0 0 0 16 1.493e-06
-30 4 0 0 0 0 0 0 16 1.493e-06
-31 4 0 0 0 0 0 0 16 1.365e-06
-32 4 0 0 0 0 0 0 16 1.482e-06
-33 4 0 0 0 0 0 0 16 1.328e-06
-34 4 1 0 0 0 0 0 16 1.529e-06
-35 4 0 0 0 0 0 0 16 1.577e-06
-36 4 1 0 0 0 0 0 16 1.377e-06
-37 4 1 0 0 0 0 0 16 9.21e-07
-38 4 0 0 0 0 0 0 16 9.17e-07
-39 4 1 0 0 0 0 0 16 1.002e-06
-40 4 1 0 0 0 0 0 16 1.049e-06
-41 4 0 0 0 0 0 0 16 1.135e-06
-42 4 1 0 0 0 0 0 16 9.61e-07
-43 4 0 0 0 0 0 0 16 9.23e-07
-44 4 0 0 0 0 0 0 16 9.15e-07
-45 4 0 0 0 0 0 0 16 9.05e-07
-46 4 1 0 0 0 0 0 16 1.182e-06
-47 4 0 0 0 0 0 0 16 9.63e-07
-48 4 1 0 0 0 0 0 16 9.7e-07
-49 4 1 0 0 0 0 0 16 9.38e-07
-50 4 0 0 0 0 0 0 16 1.001e-06
-51 4 1 0 0 0 0 0 16 1.031e-06
-52 4 1 0 0 0 0 0 16 1.008e-06
-53 4 1 0 0 0 0 0 16 9.73e-07
-54 4 1 0 0 0 0 0 16 8.75e-07
-55 4 0 0 0 0 0 0 16 9.41e-07
-56 4 0 0 0 0 0 0 16 1.051e-06
-57 4 1 0 0 0 0 0 16 9.83e-07
-58 4 0 0 0 0 0 0 16 9.51e-07
-59 4 0 0 0 0 0 0 16 9.39e-07
-60 4 1 0 0 0 0 0 16 1.072e-06
-61 4 1 0 0 0 0 0 16 1.062e-06
-62 4 0 0 0 0 0 0 16 9.36e-07
-63 4 0 0 0 0 0 0 16 9.16e-07
-64 4 0 0 0 0 0 0 16 9.86e-07
-65 4 0 0 0 0 0 0 16 9.23e-07
-66 4 1 0 0 0 0 0 16 1.1e-06
-67 4 0 0 0 0 0 0 16 9.1e-07
-68 4 1 0 0 0 0 0 16 9.82e-07
-69 4 1 0 0 0 0 0 16 8.7e-07
-70 4 0 0 0 0 0 0 16 9.46e-07
-71 4 1 0 0 0 0 0 16 1.072e-06
-72 4 1 0 0 0 0 0 16 1.006e-06
-73 4 1 0 0 0 0 0 16 9.41e-07
-74 4 1 0 0 0 0 0 16 8.59e-07
-75 4 0 0 0 0 0 0 16 9.84e-07
-76 4 1 0 0 0 0 0 16 1.017e-06
-77 4 0 0 0 0 0 0 16 9.51e-07
-78 4 0 0 0 0 0 0 16 8.55e-07
-79 4 1 0 0 0 0 0 16 9.5e-07
-80 4 1 0 0 0 0 0 16 9.49e-07
-81 4 0 0 0 0 0 0 16 1.083e-06
-82 4 1 0 0 0 0 0 16 9.94e-07
-83 4 1 0 0 0 0 0 16 8.57e-07
-84 4 0 0 0 0 0 0 16 9.27e-07
-85 4 0 0 0 0 0 0 16 9.59e-07
-86 4 0 0 0 0 0 0 16 9.71e-07
-87 4 0 0 0 0 0 0 16 1.151e-06
-88 4 0 0 0 0 0 0 16 9.04e-07
-89 4 0 0 0 0 0 0 16 8.55e-07
-90 4 1 0 0 0 0 0 16 1.019e-06
-91 4 0 0 0 0 0 0 16 8.9e-07
-92 4 0 0 0 0 0 0 16 9.32e-07
-93 4 0 0 0 0 0 0 16 9.35e-07
-94 4 0 0 0 0 0 0 16 1.388e-06
-95 4 1 0 0 0 0 0 16 9.92e-07
-96 4 1 0 0 0 0 0 16 9.77e-07
-97 4 0 0 0 0 0 0 16 9.28e-07
-98 4 1 0 0 0 0 0 16 9.57e-07
-99 4 0 0 0 0 0 0 16 8.96e-07
-100 4 1 0 0 0 0 0 16 9.07e-07
-101 4 1 0 0 0 0 0 16 9.6e-07
-102 4 1 0 0 0 0 0 16 1.022e-06
-103 4 1 0 0 0 0 0 16 1.142e-06
-104 4 0 0 0 0 0 0 16 8.71e-07
-105 4 0 0 0 0 0 0 16 8.78e-07
-106 4 0 0 0 0 0 0 16 8.87e-07
-107 4 0 0 0 0 0 0 16 8.58e-07
-108 4 1 0 0 0 0 0 16 9.67e-07
-109 4 1 0 0 0 0 0 16 9.37e-07
-110 4 0 0 0 0 0 0 16 8.83e-07
-111 4 1 0 0 0 0 0 16 1.011e-06
-112 4 0 0 0 0 0 0 16 1.001e-06
-113 4 0 0 0 0 0 0 16 8.69e-07
-114 4 1 0 0 0 0 0 16 9.8e-07
-115 4 0 0 0 0 0 0 16 9.05e-07
-116 4 0 0 0 0 0 0 16 9.24e-07
-117 4 0 0 0 0 0 0 16 8.69e-07
-118 4 1 0 0 0 0 0 16 8.93e-07
-119 4 0 0 0 0 0 0 16 9.05e-07
-120 4 0 0 0 0 0 0 16 9.54e-07
-121 4 1 0 0 0 0 0 16 1.278e-06
-122 4 1 0 0 0 0 0 16 9.81e-07
-123 4 0 0 0 0 0 0 16 8.95e-07
-124 4 1 0 0 0 0 0 16 9.05e-07
-125 4 1 0 0 0 0 0 16 9.4e-07
-126 4 1 0 0 0 0 0 16 9.08e-07
-127 4 0 0 0 0 0 0 16 9.44e-07
-128 4 0 0 0 0 0 0 16 9.3e-07
-129 4 1 0 0 0 0 0 16 9.45e-07
-130 4 0 0 0 0 0 0 16 9.38e-07
-131 4 0 0 0 0 0 0 16 1.096e-06
-132 4 0 0 0 0 0 0 16 8.75e-07
-133 4 1 0 0 0 0 0 16 9.88e-07
-134 4 1 0 0 0 0 0 16 9.47e-07
-135 4 0 0 0 0 0 0 16 9.1e-07
-136 4 1 0 0 0 0 0 16 9.54e-07
-137 4 0 0 0 0 0 0 16 8.61e-07
-138 4 1 0 0 0 0 0 16 9.16e-07
-139 4 1 0 0 0 0 0 16 9.37e-07
-140 4 0 0 0 0 0 0 16 9.7e-07
-141 4 1 0 0 0 0 0 16 1.048e-06
-142 4 1 0 0 0 0 0 16 9.93e-07
-143 4 1 0 0 0 0 0 16 1.016e-06
-144 4 1 0 0 0 0 0 16 8.7e-07
-145 4 1 0 0 0 0 0 16 9.01e-07
-146 4 1 0 0 0 0 0 16 9.45e-07
-147 4 0 0 0 0 0 0 16 9.09e-07
-148 4 0 0 0 0 0 0 16 9.25e-07
-149 4 0 0 0 0 0 0 16 9.2e-07
-150 4 1 0 0 0 0 0 16 9.97e-07
-151 4 0 0 0 0 0 0 16 1.112e-06
-152 4 0 0 0 0 0 0 16 9.47e-07
-153 4 1 0 0 0 0 0 16 9.74e-07
-154 4 1 0 0 0 0 0 16 9.34e-07
-155 4 0 0 0 0 0 0 16 8.66e-07
-156 4 1 0 0 0 0 0 16 9.81e-07
-157 4 0 0 0 0 0 0 16 8.95e-07
-158 4 1 0 0 0 0 0 16 9.64e-07
-159 4 1 0 0 0 0 0 16 9.98e-07
-160 4 0 0 0 0 0 0 16 9.44e-07
-161 4 1 0 0 0 0 0 16 9.54e-07
-162 4 1 0 0 0 0 0 16 1.197e-06
-163 4 0 0 0 0 0 0 16 9.62e-07
-164 4 0 0 0 0 0 0 16 8.98e-07
-165 4 1 0 0 0 0 0 16 9.54e-07
-166 4 0 0 0 0 0 0 16 9.23e-07
-167 4 0 0 0 0 0 0 16 8.88e-07
-168 4 0 0 0 0 0 0 16 8.76e-07
-169 4 1 0 0 0 0 0 16 9.21e-07
-170 4 0 0 0 0 0 0 16 9.4e-07
-171 4 0 0 0 0 0 0 16 8.5e-07
-172 4 0 0 0 0 0 0 16 9.7e-07
-173 4 0 0 0 0 0 0 16 1.013e-06
-174 4 1 0 0 0 0 0 16 3.417e-06
-175 4 1 0 0 0 0 0 16 9.62e-07
-176 4 0 0 0 0 0 0 16 9.36e-07
-177 4 1 0 0 0 0 0 16 8.81e-07
-178 4 0 0 0 0 0 0 16 9.45e-07
-179 4 0 0 0 0 0 0 16 9.37e-07
-180 4 0 0 0 0 0 0 16 8.63e-07
-181 4 1 0 0 0 0 0 16 9.28e-07
-182 4 0 0 0 0 0 0 16 9.17e-07
-183 4 1 0 0 0 0 0 16 8.74e-07
-184 4 0 0 0 0 0 0 16 9.27e-07
-185 4 1 0 0 0 0 0 16 9.55e-07
-186 4 1 0 0 0 0 0 16 9.4e-07
-187 4 0 0 0 0 0 0 16 1.035e-06
-188 4 0 0 0 0 0 0 16 8.58e-07
-189 4 1 0 0 0 0 0 16 9.42e-07
-190 4 0 0 0 0 0 0 16 8.71e-07
-191 4 0 0 0 0 0 0 16 9.17e-07
-192 4 0 0 0 0 0 0 16 8.95e-07
-193 4 1 0 0 0 0 0 16 9.9e-07
-194 4 0 0 0 0 0 0 16 8.98e-07
-195 4 0 0 0 0 0 0 16 8.7e-07
-196 4 1 0 0 0 0 0 16 9.26e-07
-197 4 0 0 0 0 0 0 16 8.63e-07
-198 4 1 0 0 0 0 0 16 1.035e-06
-199 4 1 0 0 0 0 0 16 9.56e-07
-200 4 1 0 0 0 0 0 16 1.308e-06
-201 4 1 0 0 0 0 0 16 8.8e-07
-202 4 0 0 0 0 0 0 16 8.55e-07
-203 4 1 0 0 0 0 0 16 9.84e-07
-204 4 1 0 0 0 0 0 16 8.54e-07
-205 4 1 0 0 0 0 0 16 9.66e-07
-206 4 1 0 0 0 0 0 16 9.86e-07
-207 4 1 0 0 0 0 0 16 8.78e-07
-208 4 0 0 0 0 0 0 16 8.74e-07
-209 4 0 0 0 0 0 0 16 9.39e-07
-210 4 0 0 0 0 0 0 16 8.52e-07
-211 4 1 0 0 0 0 0 16 9.77e-07
-212 4 1 0 0 0 0 0 16 9e-07
-213 4 1 0 0 0 0 0 16 1.286e-06
-214 4 1 0 0 0 0 0 16 1.02e-06
-215 4 1 0 0 0 0 0 16 8.78e-07
-216 4 1 0 0 0 0 0 16 8.58e-07
-217 4 0 0 0 0 0 0 16 8.57e-07
-218 4 0 0 0 0 0 0 16 8.49e-07
-219 4 0 0 0 0 0 0 16 8.66e-07
-220 4 1 0 0 0 0 0 16 9.33e-07
-221 4 0 0 0 0 0 0 16 9.15e-07
-222 4 1 0 0 0 0 0 16 9.4e-07
-223 4 0 0 0 0 0 0 16 9.16e-07
-224 4 1 0 0 0 0 0 16 9.03e-07
-225 4 0 0 0 0 0 0 16 9.22e-07
-226 4 0 0 0 0 0 0 16 1.134e-06
-227 4 0 0 0 0 0 0 16 9.28e-07
-228 4 1 0 0 0 0 0 16 9.7e-07
-229 4 1 0 0 0 0 0 16 9.09e-07
-230 4 0 0 0 0 0 0 16 9.32e-07
-231 4 1 0 0 0 0 0 16 1.014e-06
-232 4 1 0 0 0 0 0 16 9.49e-07
-233 4 0 0 0 0 0 0 16 9.22e-07
-234 4 1 0 0 0 0 0 16 9.29e-07
-235 4 1 0 0 0 0 0 16 9.61e-07
-236 4 0 0 0 0 0 0 16 8.71e-07
-237 4 1 0 0 0 0 0 16 9.02e-07
-238 4 1 0 0 0 0 0 16 1.005e-06
-239 4 0 0 0 0 0 0 16 9.75e-07
-240 4 1 0 0 0 0 0 16 1.069e-06
-241 4 0 0 0 0 0 0 16 9.43e-07
-242 4 0 0 0 0 0 0 16 9.1e-07
-243 4 0 0 0 0 0 0 16 9.38e-07
-244 4 0 0 0 0 0 0 16 9.58e-07
-245 4 1 0 0 0 0 0 16 1.006e-06
-246 4 0 0 0 0 0 0 16 9e-07
-247 4 0 0 0 0 0 0 16 9.07e-07
-248 4 0 0 0 0 0 0 16 9.42e-07
-249 4 1 0 0 0 0 0 16 9.45e-07
-250 4 1 0 0 0 0 0 16 9.78e-07
-251 4 1 0 0 0 0 0 16 8.9e-07
-252 4 1 0 0 0 0 0 16 1.028e-06
-253 4 0 0 0 0 0 0 16 9.14e-07
-254 4 0 0 0 0 0 0 16 9.58e-07
-255 4 1 0 0 0 0 0 16 8.91e-07
-256 4 0 0 0 0 0 0 16 8.78e-07
-257 4 1 0 0 0 0 0 16 9.35e-07
-258 4 1 0 0 0 0 0 16 1.036e-06
-259 4 1 0 0 0 0 0 16 9.4e-07
-260 4 0 0 0 0 0 0 16 9.11e-07
-261 4 0 0 0 0 0 0 16 9.6e-07
-262 4 0 0 0 0 0 0 16 9.79e-07
-263 4 0 0 0 0 0 0 16 9.06e-07
-264 4 0 0 0 0 0 0 16 8.98e-07
-265 4 0 0 0 0 0 0 16 9.24e-07
-266 4 0 0 0 0 0 0 16 9.61e-07
-267 4 0 0 0 0 0 0 16 9.41e-07
-268 4 1 0 0 0 0 0 16 1.135e-06
-269 4 0 0 0 0 0 0 16 8.88e-07
-270 4 0 0 0 0 0 0 16 9.06e-07
-271 4 1 0 0 0 0 0 16 9.82e-07
-272 4 1 0 0 0 0 0 16 9.6e-07
-273 4 1 0 0 0 0 0 16 9.42e-07
-274 4 1 0 0 0 0 0 16 9.29e-07
-275 4 1 0 0 0 0 0 16 9.39e-07
-276 4 0 0 0 0 0 0 16 9.04e-07
-277 4 1 0 0 0 0 0 16 9.72e-07
-278 4 0 0 0 0 0 0 16 8.87e-07
-279 4 0 0 0 0 0 0 16 9.2e-07
-280 4 1 0 0 0 0 0 16 1.004e-06
-281 4 0 0 0 0 0 0 16 9.77e-07
-282 4 0 0 0 0 0 0 16 1.188e-06
-283 4 1 0 0 0 0 0 16 9.42e-07
-284 4 1 0 0 0 0 0 16 8.94e-07
-285 4 1 0 0 0 0 0 16 9.93e-07
-286 4 0 0 0 0 0 0 16 9.31e-07
-287 4 0 0 0 0 0 0 16 8.88e-07
-288 4 0 0 0 0 0 0 16 9.53e-07
-289 4 1 0 0 0 0 0 16 9.7e-07
-290 4 0 0 0 0 0 0 16 8.9e-07
-291 4 1 0 0 0 0 0 16 8.72e-07
-292 4 0 0 0 0 0 0 16 8.39e-07
-293 4 0 0 0 0 0 0 16 8.94e-07
-294 4 0 0 0 0 0 0 16 8.83e-07
-295 4 1 0 0 0 0 0 16 1.015e-06
-296 4 1 0 0 0 0 0 16 1e-06
-297 4 1 0 0 0 0 0 16 1.113e-06
-298 4 1 0 0 0 0 0 16 9.18e-07
-299 4 1 0 0 0 0 0 16 8.85e-07
-300 4 1 0 0 0 0 0 16 9.24e-07
-301 4 1 0 0 0 0 0 16 9.44e-07
-302 4 1 0 0 0 0 0 16 9.88e-07
-303 4 0 0 0 0 0 0 16 8.85e-07
-304 4 1 0 0 0 0 0 16 1.033e-06
-305 4 0 0 0 0 0 0 16 9.17e-07
-306 4 1 0 0 0 0 0 16 9.08e-07
-307 4 1 0 0 0 0 0 16 9.7e-07
-308 4 0 0 0 0 0 0 16 8.95e-07
-309 4 1 0 0 0 0 0 16 1.011e-06
-310 4 0 0 0 0 0 0 16 9.36e-07
-311 4 1 0 0 0 0 0 16 1.037e-06
-312 4 0 0 0 0 0 0 16 1.168e-06
-313 4 0 0 0 0 0 0 16 9.4e-07
-314 4 0 0 0 0 0 0 16 8.45e-07
-315 4 1 0 0 0 0 0 16 9.84e-07
-316 4 1 0 0 0 0 0 16 9.45e-07
-317 4 1 0 0 0 0 0 16 9.46e-07
-318 4 1 0 0 0 0 0 16 9.39e-07
-319 4 0 0 0 0 0 0 16 9.11e-07
-320 4 1 0 0 0 0 0 16 9.52e-07
-321 4 1 0 0 0 0 0 16 9.12e-07
-322 4 1 0 0 0 0 0 16 8.21e-07
-323 4 0 0 0 0 0 0 16 8.72e-07
-324 4 1 0 0 0 0 0 16 9.21e-07
-325 4 0 0 0 0 0 0 16 9.09e-07
-326 4 1 0 0 0 0 0 16 9.92e-07
-327 4 0 0 0 0 0 0 16 1.169e-06
-328 4 0 0 0 0 0 0 16 8.62e-07
-329 4 0 0 0 0 0 0 16 8.73e-07
-330 4 1 0 0 0 0 0 16 1.11e-06
