-1 10 1 3216 1 1 0 1 0 0 0 0 0 0 2 1.8e-06
-2 10 1 70 0 0 0 1 0 0 0 0 0 0 4 1.349e-06
-3 10 1 4915 1 1 1 1 0 0 0 0 0 0 1 1.452e-06
-4 10 1 13034 1 1 1 1 1 1 1 0 1 0 2 1.532e-06
-5 10 0 0 0 0 0 0 0 0 0 0 0 0 877 1.8985e-05
-6 10 1 1751 1 0 0 0 0 0 0 0 0 0 1 1.227e-06
-7 10 0 0 0 0 0 0 0 0 0 0 0 0 957 1.9858e-05
-8 10 0 0 0 0 0 0 0 0 0 0 0 0 854 1.8403e-05
-9 10 1 1680 1 0 0 0 0 0 0 0 0 0 1 1.214e-06
-10 10 1 5150 1 1 1 1 0 0 0 0 0 0 1 1.233e-06
-11 10 1 2301 1 1 0 1 0 0 0 0 0 0 9 1.483e-06
-12 10 1 4476 1 1 0 0 1 0 0 0 0 0 3 1.244e-06
-13 10 0 0 0 0 0 0 0 0 0 0 0 0 584 1.3495e-05
-14 10 1 3451 1 1 1 0 0 0 0 0 0 0 1 1.227e-06
-15 10 0 0 0 0 0 0 0 0 0 0 0 0 137 4.476e-06
-16 10 1 3226 1 0 1 0 0 0 0 0 0 1 8 1.361e-06
-17 10 1 2162 1 1 0 0 0 0 0 0 0 0 1 1.151e-06
-18 10 0 0 0 0 0 0 0 0 0 0 0 0 382 9.259e-06
-19 10 0 0 0 0 0 0 0 0 0 0 0 0 570 1.2986e-05
-20 10 1 9810 1 1 1 1 1 1 1 1 1 0 1 1.405e-06
-21 10 1 2403 1 0 0 0 0 0 0 0 0 0 1 1.178e-06
-22 10 0 0 0 0 0 0 0 0 0 0 0 0 335 8.703e-06
-23 10 0 0 0 0 0 0 0 0 0 0 0 0 384 9.479e-06
-24 10 0 0 0 0 0 0 0 0 0 0 0 0 875 1.8624e-05
-25 10 0 0 0 0 0 0 0 0 0 0 0 0 982 2.0054e-05
-26 10 0 0 0 0 0 0 0 0 0 0 0 0 975 1.9963e-05
-27 10 1 1682 0 1 0 0 0 0 0 0 0 0 2 1.238e-06
-28 10 1 2245 0 0 0 0 0 0 0 0 0 1 10 1.434e-06
-29 10 1 1971 1 0 0 0 0 0 0 0 0 0 1 1.311e-06
-30 10 0 0 0 0 0 0 0 0 0 0 0 0 1004 2.0178e-05
-31 10 0 0 0 0 0 0 0 0 0 0 0 0 1024 2.0254e-05
-32 10 0 0 0 0 0 0 0 0 0 0 0 0 149 4.46e-06
-33 10 0 0 0 0 0 0 0 0 0 0 0 0 1024 2.0763e-05
-34 10 1 8295 0 1 1 1 1 0 0 0 1 1 492 1.1034e-05
-35 10 0 0 0 0 0 0 0 0 0 0 0 0 781 1.7034e-05
-36 10 1 2270 1 0 0 0 0 0 0 0 0 0 1 1.231e-06
