-1 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000449172
-2 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000452496
-3 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000472571
-4 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000437038
-5 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.00044173
-6 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000441516
-7 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000459343
-8 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000431287
-9 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000436553
-10 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000450506
-11 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000429536
-12 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.00045998
-13 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000436881
-14 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.00044824
-15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000419717
-16 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000459813
-17 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000421041
-18 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.0004471
-19 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000432685
-20 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000440808
-21 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000461656
-22 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000455848
-23 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000435923
-24 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000441152
-25 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000442626
-26 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000438054
-27 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000440158
-28 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000455956
-29 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000453924
-30 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.00045632
-31 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000456639
-32 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.00044827
-33 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000428057
-34 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000446573
-35 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000445026
-36 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000427305
-37 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.00046436
-38 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000434133
-39 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000443688
-40 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000464062
-41 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000453625
-42 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000442013
-43 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.00045087
-44 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000444691
-45 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000429861
-46 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000452924
-47 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000436551
-48 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000421002
-49 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000460798
-50 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000483282
-51 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000436987
-52 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000463191
-53 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000447136
-54 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.00043506
-55 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.00044301
-56 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000446493
-57 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000466684
-58 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000422933
-59 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000419262
-60 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000610869
-61 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000480412
-62 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000431658
-63 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000425614
-64 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000452373
-65 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000469734
-66 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000424362
-67 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000435516
-68 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000457456
-69 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000440381
-70 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000473162
-71 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000432734
-72 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000465285
-73 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.00046425
-74 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000423916
-75 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000422273
-76 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000456316
-77 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.00042014
-78 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000431739
-79 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000451767
-80 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.00043418
-81 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000438377
-82 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000456873
-83 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000456273
-84 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000433901
