1 16 13137 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 0.00101791
2 16 16575 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1 1 0.00123774
3 16 16308 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0.00107023
4 16 15441 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 0.00109368
5 16 12333 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 0.00118081
6 16 16390 1 1 1 1 1 1 1 0 1 1 1 0 1 0 1 1 0.00174105
7 16 14908 1 1 1 1 1 1 1 0 1 1 1 1 0 1 0 1 0.00153097
8 16 15689 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 0.00124096
9 16 17966 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0.00121416
10 16 15428 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 0.00128405
11 16 14474 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0.000925004
12 16 13634 1 1 0 1 1 1 1 1 1 1 1 0 0 1 0 1 0.00153085
13 16 15916 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 0.00132626
14 16 14747 1 1 1 1 1 0 1 1 1 0 1 1 1 0 1 1 0.0011541
15 16 17892 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 0.00123342
16 16 15546 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 0.00120086
17 16 19164 1 1 1 0 1 0 1 1 1 1 1 1 1 0 1 1 0.00135997
18 16 14558 0 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0.000938834
19 16 18719 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1 1 0.00123151
20 16 13251 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 0.00147774
21 16 15072 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 0.00106333
22 16 13280 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0.00124698
23 16 14367 0 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0.00120675
24 16 16866 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 0.00169686
25 16 10991 1 1 1 0 0 0 1 1 1 1 1 0 1 1 1 1 0.000902832
26 16 15087 1 1 1 1 0 1 1 0 1 1 1 0 1 1 1 0 0.00140069
27 16 19447 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0.00126938
28 16 15490 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 0.00119318
29 16 17116 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 0.0017464
30 16 17158 1 1 1 1 1 1 1 0 1 0 1 1 1 0 1 1 0.00159046
31 16 15689 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0.00142843
32 16 20142 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0.00103815
33 16 15544 1 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 0.00119335
34 16 16698 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0.00155494
35 16 14163 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 0.0010036
36 16 15173 1 1 1 1 1 1 1 0 1 0 1 1 1 0 1 1 0.00218703
37 16 15016 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 0.000923782
38 16 15749 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 0.00130948
39 16 13463 1 1 1 1 1 1 0 1 1 1 1 1 0 1 0 1 0.00236126
40 16 16217 1 1 1 1 1 1 1 0 0 0 1 1 1 0 1 1 0.00138421
