4 0.002436647 [] 
10 0.008560687 [] 
15 0.13911387 [] 
20 3.220593536 [] 
22 10.276774363 [] 
25 86.253023671 [] 
27 340.290631575 [] 
30 2415.635693286 [] 
32 9672.943833396 [] 
