1 4 1207 0 0 0 1 
5 4 2528 1 1 0 0 
6 4 2256 1 0 0 0 
8 4 8360 1 0 0 0 
12 4 3487 0 0 0 1 
18 4 2453 1 0 0 0 
19 4 2936 1 0 0 1 
20 4 4919 1 1 1 0 
21 4 6540 0 1 0 0 
22 4 1891 1 0 0 0 
24 4 3611 0 1 1 1 
25 4 3102 1 1 0 1 
26 4 10802 1 0 0 0 
27 4 2098 1 0 1 0 
28 4 12485 0 1 0 0 
29 4 2353 0 0 1 1 
33 4 5474 1 0 0 0 
34 4 2689 1 0 0 1 
35 4 7649 1 0 0 0 
36 4 751 1 0 0 0 
38 4 6232 0 0 1 0 
40 4 2310 1 0 1 0 
41 4 10120 0 0 0 1 
45 4 4966 1 1 1 0 
46 4 3611 0 0 1 0 
47 4 3405 1 0 0 1 
48 4 9277 0 0 0 1 
50 4 177150 0 0 1 0 
53 4 4212 0 0 1 1 
54 4 523 1 0 0 0 
55 4 3260 1 1 0 1 
56 4 2986 1 0 1 0 
58 4 0 0 0 0 0 
59 4 4009 1 1 1 0 
62 4 2537 1 0 0 1 
66 4 4371 1 1 0 0 
67 4 3162 1 0 0 1 
75 4 2904 0 1 1 1 
77 4 5098 1 1 1 0 
78 4 3681 1 1 0 1 
80 4 1548 0 0 1 0 
84 4 2439 0 0 0 1 
86 4 8430 1 0 0 0 
87 4 2283 0 0 0 1 
89 4 570 0 0 1 0 
93 4 4864 0 1 0 0 
94 4 1910 1 0 0 1 
96 4 2751 1 1 0 1 
97 4 4286 0 0 1 0 
98 4 1487 0 0 1 0 
99 4 4088 0 1 1 1 
100 4 2710 0 1 0 0 
101 4 5818 0 1 1 1 
103 4 17186 0 1 0 0 
105 4 701 1 0 0 0 
106 4 3248 0 1 1 0 
108 4 3497 1 0 1 0 
110 4 2464 1 0 0 0 
112 4 0 0 0 0 0 
113 4 3499 0 1 0 1 
115 4 5403 1 1 1 0 
116 4 3213 1 0 1 0 
117 4 2445 0 0 0 1 
122 4 4162 1 0 1 0 
123 4 5875 1 0 1 1 
124 4 7685 0 1 0 0 
125 4 2136 1 0 0 1 
127 4 11043 1 0 0 0 
128 4 3467 0 0 0 1 
129 4 3248 0 1 0 1 
130 4 5691 1 0 1 1 
133 4 861 1 0 0 0 
134 4 3184 0 1 1 0 
135 4 4346 1 1 0 1 
136 4 1822 0 0 1 1 
137 4 2302 1 1 1 0 
138 4 1390 0 0 1 0 
146 4 4195 0 0 1 1 
149 4 3424 0 1 0 0 
151 4 3714 1 0 1 1 
152 4 0 0 0 0 0 
153 4 475 1 1 0 0 
154 4 3621 1 1 0 0 
155 4 1935 0 0 1 0 
159 4 2877 0 0 0 1 
161 4 26832 0 0 0 1 
164 4 4042 0 1 1 0 
165 4 2162 0 0 1 0 
166 4 5101 0 0 1 0 
167 4 2148 1 0 1 0 
170 4 408 0 0 0 1 
171 4 0 0 0 0 0 
175 4 4005 1 0 1 0 
176 4 2094 0 1 1 0 
184 4 4391 1 0 1 1 
186 4 7881 0 0 0 1 
192 4 3419 0 1 1 0 
194 4 1279 0 0 1 0 
196 4 1991 1 0 0 1 
200 4 2965 1 0 0 1 
202 4 0 0 0 0 0 
205 4 2209 1 0 0 0 
208 4 990 1 0 0 0 
209 4 2582 1 1 0 1 
210 4 1018 0 0 1 0 
211 4 1206 0 0 1 1 
213 4 1537 1 0 0 0 
214 4 3013 1 1 0 1 
217 4 398 1 0 0 0 
218 4 0 0 0 0 0 
219 4 0 0 0 0 0 
220 4 778 1 0 1 0 
221 4 1648 1 0 0 1 
223 4 4469 1 1 0 1 
224 4 3014 1 0 0 0 
225 4 3714 0 1 1 0 
226 4 5893 0 1 0 0 
227 4 2798 0 1 0 0 
228 4 4730 1 1 1 0 
231 4 4385 1 0 1 1 
232 4 5391 1 1 1 0 
236 4 6441 1 0 0 0 
237 4 2269 0 1 0 0 
240 4 10966 0 1 0 0 
243 4 1462 0 0 0 1 
244 4 0 0 0 0 0 
246 4 3293 0 0 1 1 
248 4 1046 0 0 1 1 
250 4 3215 1 0 0 1 
254 4 4055 0 1 0 0 
256 4 1617 0 1 1 1 
259 4 3231 1 1 0 0 
263 4 1874 1 1 1 0 
265 4 3880 0 1 1 0 
266 4 209 1 0 0 0 
267 4 2402 0 0 1 1 
268 4 1586 0 0 1 1 
269 4 5049 0 1 1 1 
270 4 1924 1 1 0 0 
272 4 5270 1 0 0 0 
273 4 2307 0 1 1 0 
274 4 2521 1 0 0 1 
275 4 3216 0 0 1 1 
278 4 0 0 0 0 0 
280 4 2596 0 0 1 1 
281 4 875 0 0 1 0 
282 4 4361 1 0 0 0 
283 4 3373 1 0 1 0 
287 4 1167 0 0 1 1 
291 4 0 0 0 0 0 
293 4 3531 0 0 1 1 
296 4 1745 1 0 0 1 
298 4 3620 1 0 1 1 
299 4 5815 0 0 1 0 
302 4 2569 1 0 0 0 
303 4 0 0 0 0 0 
305 4 1952 0 0 1 1 
306 4 0 0 0 0 0 
307 4 2488 1 1 0 0 
308 4 3091 1 0 1 0 
310 4 4631 0 0 1 0 
313 4 4867 0 0 1 0 
316 4 1483 0 0 1 0 
317 4 4756 1 0 1 1 
318 4 6116 0 0 1 0 
319 4 1712 1 0 0 1 
320 4 2863 1 0 0 1 
321 4 3700 1 0 0 1 
325 4 2878 1 0 0 1 
327 4 3176 1 0 0 1 
328 4 3162 0 0 1 1 
329 4 2265 0 0 0 1 
331 4 2411 1 0 0 0 
335 4 3559 1 1 1 0 
340 4 1570 0 0 1 0 
341 4 696 1 0 1 0 
346 4 2262 1 0 0 1 
351 4 4668 1 1 1 0 
353 4 2111 1 1 0 1 
354 4 3812 1 0 0 0 
357 4 1407 0 0 1 1 
358 4 2311 1 0 0 1 
359 4 2123 1 0 0 1 
361 4 2384 0 0 1 1 
363 4 638 0 1 0 0 
364 4 1806 0 0 0 1 
367 4 2647 1 0 0 1 
370 4 259327 0 0 0 1 
372 4 6805 1 0 1 1 
373 4 2637 0 0 1 1 
377 4 2463 0 0 1 0 
379 4 1978 0 0 1 0 
380 4 3606 0 1 1 0 
383 4 0 0 0 0 0 
387 4 2572 1 0 0 0 
388 4 2628 1 1 0 1 
391 4 3640 1 0 1 0 
393 4 3101 1 0 1 0 
397 4 4302 0 1 1 1 
399 4 3785 0 1 0 1 
400 4 1384 1 0 1 0 
401 4 2097 1 0 0 0 
403 4 221 0 0 1 1 
404 4 3811 1 0 0 1 
406 4 0 0 0 0 0 
409 4 0 0 0 0 0 
410 4 1800 1 0 1 1 
417 4 2496 1 0 1 0 
418 4 2345 1 0 0 0 
420 4 6119 1 0 1 1 
421 4 3951 1 0 1 1 
423 4 4750 1 1 0 1 
424 4 2503 1 1 1 0 
426 4 3896 0 0 0 1 
427 4 1797 1 0 0 1 
429 4 2724 0 0 1 1 
430 4 2649 1 0 1 1 
433 4 3591 1 0 0 1 
434 4 1484 0 0 1 0 
442 4 3814 1 0 0 1 
444 4 5022 1 1 1 0 
446 4 5117 0 0 1 0 
447 4 2383 0 0 0 1 
449 4 3079 0 0 1 1 
450 4 2845 0 0 1 1 
455 4 3520 1 1 0 1 
457 4 4532 1 1 1 0 
458 4 1921 0 1 1 0 
459 4 0 0 0 0 0 
462 4 2718 1 1 1 0 
463 4 2622 1 0 0 0 
464 4 4205 1 0 1 0 
466 4 2209 0 1 0 0 
469 4 4071 0 1 1 1 
470 4 2258 1 0 0 0 
471 4 1407 1 0 0 0 
472 4 2792 1 1 0 1 
473 4 0 0 0 0 0 
474 4 4228 1 1 1 0 
475 4 6555 1 0 1 1 
478 4 3124 0 0 1 1 
480 4 3262 0 1 1 1 
482 4 2795 1 0 0 0 
486 4 2577 1 0 0 0 
490 4 2933 1 0 1 0 
493 4 2422 1 1 1 0 
494 4 2178 1 0 0 1 
498 4 0 0 0 0 0 
499 4 11753 0 0 0 1 
500 4 3027 1 0 1 1 
502 4 3052 0 0 1 1 
504 4 3331 1 0 1 0 
505 4 908 1 0 1 0 
507 4 4117 1 0 1 0 
508 4 2604 0 0 1 1 
509 4 1283 0 0 0 1 
515 4 1521 1 0 0 0 
517 4 2076 0 0 1 0 
519 4 2028 1 0 0 1 
520 4 2914 1 0 1 0 
525 4 5253 0 0 0 1 
526 4 3480 0 1 1 0 
527 4 1908 1 0 0 0 
528 4 10314 1 0 0 0 
529 4 3377 0 0 1 0 
532 4 5488 1 0 0 0 
534 4 1630 1 0 0 1 
539 4 3747 0 1 1 1 
540 4 5456 1 1 0 1 
543 4 1653 1 1 0 1 
544 4 3834 1 0 0 0 
545 4 0 0 0 0 0 
546 4 17424 0 0 0 1 
548 4 2508 0 0 1 1 
549 4 3478 1 1 1 0 
550 4 7626 0 0 1 0 
551 4 4377 0 1 1 1 
552 4 2101 0 0 1 1 
554 4 5409 0 0 0 1 
556 4 2625 0 1 0 1 
558 4 1617 0 0 1 1 
561 4 1706 1 0 0 0 
562 4 774 1 0 1 0 
563 4 3398 1 0 0 1 
564 4 3358 0 0 1 1 
566 4 3085 0 1 1 1 
569 4 21447 0 0 0 1 
571 4 1198 1 1 0 1 
572 4 9106 1 0 0 0 
573 4 1505 1 0 1 0 
579 4 1346 0 0 0 1 
581 4 2790 1 0 1 0 
583 4 5782 0 1 1 1 
585 4 2626 0 0 1 0 
588 4 24388 0 0 1 0 
590 4 0 0 0 0 0 
591 4 2347 1 1 0 1 
592 4 6420 0 0 1 0 
602 4 2732 1 1 0 0 
605 4 956 0 1 0 0 
607 4 1630 0 0 1 0 
608 4 274 1 0 0 0 
610 4 1685 1 0 1 0 
612 4 3035 1 0 0 1 
615 4 2639 0 1 1 1 
616 4 0 0 0 0 0 
619 4 2841 1 0 0 1 
620 4 2215 1 1 1 0 
621 4 2564 0 0 1 0 
622 4 1485 0 0 1 0 
623 4 8615 0 0 1 0 
625 4 4919 1 1 0 1 
628 4 2614 1 1 0 1 
630 4 3747 1 0 0 0 
631 4 1563 0 1 1 0 
632 4 2581 1 1 0 1 
633 4 4858 1 1 0 1 
635 4 2909 0 0 0 1 
636 4 2446 0 1 0 0 
637 4 1967 0 0 0 1 
638 4 855 1 0 0 0 
641 4 3415 0 0 1 1 
642 4 3710 1 0 0 0 
643 4 10619 1 0 0 0 
646 4 1957 1 0 0 0 
647 4 550 0 0 1 0 
649 4 1930 1 0 0 0 
650 4 1716 1 0 0 1 
652 4 2599 1 0 1 0 
656 4 0 0 0 0 0 
658 4 6082 1 1 1 0 
659 4 4439 1 0 0 0 
661 4 3245 1 0 0 0 
662 4 2680 1 0 1 0 
666 4 2240 0 0 1 0 
