-1 20 1 13886 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 1 0 0 1 190 5.263e-06
-2 20 1 17057 1 1 1 1 1 1 1 1 1 0 1 0 0 0 1 0 0 1 1 0 206 4.93e-06
-3 20 1 17338 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 0 1 0 0 23 2.583e-06
-4 20 1 17955 1 1 1 0 1 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 130685 0.0012371
-5 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1918951 0.0169703
-6 20 1 18027 1 1 1 1 1 1 1 1 1 1 0 0 1 0 0 1 1 0 0 0 74 3.313e-06
-7 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1921565 0.0174877
-8 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1982471 0.0180974
-9 20 1 18768 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 33 2.946e-06
-10 20 1 18782 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 61 2.853e-06
-11 20 1 18230 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 0 1 1 1 0 178 4.343e-06
-12 20 1 17348 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 1 1 0 39 2.536e-06
-13 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1903441 0.0170046
-14 20 1 20315 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 0 22 2.596e-06
-15 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1956125 0.0175355
-16 20 1 15785 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 0 1 0 0 57 3.061e-06
-17 20 1 16105 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 0 1 0 53 2.705e-06
-18 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1829227 0.016451
-19 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1900569 0.016812
-20 20 1 17760 1 1 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 327929 0.00294617
-21 20 1 16668 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 0 1 0 1 1 792 1.05e-05
-22 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1913831 0.0168075
-23 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1937363 0.0175308
-24 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1981547 0.0176607
-25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1971043 0.0174993
-26 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1961087 0.0175574
-27 20 1 15258 1 1 1 1 1 1 1 1 0 1 1 0 1 0 0 0 1 0 1 0 424 7.401e-06
-28 20 1 18702 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 1 0 25 2.55e-06
-29 20 1 19546 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 0 0 0 21 2.369e-06
-30 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1879259 0.0165966
-31 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1997345 0.0178078
-32 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1802349 0.0163234
-33 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1958119 0.0174139
-34 20 1 18331 1 1 1 1 1 1 0 1 0 1 0 0 1 1 1 1 0 1 1 1 12800 0.00011997
-35 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1983231 0.0175445
-36 20 1 15682 1 1 1 1 1 1 1 1 0 0 1 1 0 1 1 0 1 0 1 0 661 9.608e-06
-37 20 1 19595 1 1 1 1 1 0 0 1 0 0 0 1 1 1 1 1 1 1 1 1 30936 0.000287228
-38 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1927687 0.0175136
-39 20 1 14751 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 0 1 1 0 64 3.385e-06
-40 20 1 18129 1 1 1 1 1 1 1 1 0 0 0 1 0 1 1 1 1 1 0 1 2760 2.9069e-05
