1 16 32661 1 0 1 1 1 0 1 1 1 1 1 1 1 1 0 1 0.961091
2 16 40025 0 0 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1.20618
3 16 50517 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1.07747
4 16 44796 0 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1.06049
5 16 32785 0 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1.11103
6 16 34054 1 1 1 1 1 1 1 0 1 1 0 1 1 0 1 1 1.03665
7 16 34504 0 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1.08721
8 16 46426 1 1 0 1 1 1 0 1 1 1 1 1 0 1 1 0 1.26257
9 16 37748 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 1.18763
10 16 35198 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 0 1.06282
11 16 36660 1 1 0 1 0 1 1 1 1 1 0 1 1 1 0 1 1.15219
12 16 39979 1 0 1 1 1 1 0 0 1 1 1 1 1 1 0 1 1.17108
13 16 42813 1 1 1 1 1 0 0 1 0 1 1 0 1 1 1 1 1.1154
14 16 40849 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1.14741
15 16 42063 1 1 1 0 0 1 1 1 0 1 0 1 1 1 1 1 1.12394
16 16 33256 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 1.09521
17 16 36294 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1.1639
18 16 33117 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1 1 1.0792
19 16 29356 1 1 1 1 1 1 1 1 0 1 0 1 1 1 0 1 1.22034
20 16 33113 0 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1.10591
21 16 28597 0 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1.02787
22 16 40695 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 0 1.13203
23 16 30713 1 0 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1.00841
24 16 29839 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 1.09378
25 16 35824 1 1 1 1 1 0 1 1 1 1 0 1 1 0 1 1 0.937987
26 16 33488 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1.14904
27 16 37945 1 1 0 1 0 1 1 1 1 1 1 1 0 1 1 1 1.10161
28 16 32360 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1.16413
29 16 43942 1 1 1 1 1 0 1 1 1 0 1 0 1 1 1 1 0.954862
30 16 38605 1 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1.09414
31 16 39010 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1.07025
32 16 46625 1 1 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1.12828
33 16 29913 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1 1 0.886904
34 16 42412 1 1 1 1 0 1 0 1 1 1 0 1 1 1 1 1 1.26743
35 16 42934 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 1 0.978451
36 16 40864 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1.04564
37 16 34838 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 0 1.14504
38 16 35203 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1.17483
39 16 27822 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 0.971043
40 16 35538 1 1 0 0 1 1 0 1 1 1 1 1 1 1 0 1 1.07983
