133 4 -132 -7 861 0 1731 -19 372 926 554 0 372 -7 -47 926 -59 -19 -132 65 16 0.0007339560000001466
134 4 -221 -30 1928 3184 1256 2149 893 0 4383 -32 1256 0 1928 -84 4383 -137 893 65 16 0.0007336389999998971
135 4 -403 4346 2998 1563 2911 4346 2783 1435 2998 -328 -151 4830 0 1563 -177 4830 -75 65 16 0.0007219640000000194
136 4 -396 1822 1144 0 2352 -182 678 1822 -189 946 678 0 268 946 -415 -182 -396 65 16 0.0007531950000001508
137 4 -319 1389 2302 2117 1204 1389 185 1098 2302 -446 -249 2117 913 1098 -324 -127 3357 65 16 0.0007549369999999556
138 4 -211 -50 1390 0 2457 -125 1390 -65 452 0 953 -50 -271 -125 -286 -65 -211 65 16 0.0007570550000000065
146 4 -79 4195 2238 0 4289 -63 1957 4195 -219 -63 -222 2343 1957 0 386 2343 -79 65 16 0.0007340380000000479
149 4 0 3424 -25 2446 0 -65 -90 2446 -234 -209 0 -405 3424 -100 -65 -309 -209 65 15 0.0007501610000000269
151 4 -340 3714 3079 1871 2506 3714 1843 1208 3079 -295 -93 4445 0 1871 -202 4445 -45 65 16 0.000738330999999981
152 4 2197 0 3504 -79 2197 -101 -22 0 -124 -203 2197 -604 0 -604 3504 -148 -22 65 14 0.0007313200000000908
153 4 -157 -25 381 475 94 0 1796 -28 381 0 127 -25 -72 475 -75 -28 -157 65 16 0.0007234650000000897
154 4 -354 -56 2265 3621 1356 2536 1180 0 3708 -87 1356 0 2265 -182 3708 -172 1180 65 16 0.0007366700000002169
155 4 -357 -119 1935 0 1287 1777 490 0 -59 -80 490 -21 1935 -238 -59 -178 1287 65 16 0.0007271060000000329
159 4 -96 0 2877 -21 521 0 2444 -10 521 -117 -96 -158 2444 -62 2877 -169 -96 65 16 0.0007451050000000237
161 4 0 26832 -1 1118 0 -123 -124 1118 -138 -137 0 -334 26832 -147 -123 -284 -137 65 15 0.0007245879999999705
164 4 -389 -126 2368 4042 1674 0 4295 -94 1674 -75 53 0 2368 -145 4295 -244 53 65 16 0.000745415000000138
165 4 -47 2162 0 1117 1609 492 0 -145 -165 492 -20 2162 -236 -145 -192 1117 -47 65 16 0.0007172140000000216
166 4 -176 5101 0 1314 -34 5101 -186 -54 0 -44 -78 1314 -88 -54 -230 -44 -176 65 16 0.000737023999999975
167 4 -32 2148 1509 0 3857 -4 1509 -5 -1 0 639 2148 -31 -4 -168 -5 -32 65 16 0.0007358170000000275
170 4 -306 -80 408 0 2995 -152 45 0 2489 -106 45 -80 -352 -152 -378 -106 -306 65 16 0.0007326069999999962
171 4 2439 0 3381 -26 23 0 -179 -205 23 -9 2439 -44 3381 -240 -179 -223 2439 65 16 0.0007297689999998802
175 4 -68 4005 2399 3465 1066 2672 1606 4005 -137 -68 7038 0 2399 -69 7038 -229 1066 65 16 0.0007337339999999859
176 4 -196 1948 2094 146 0 2117 -10 146 -103 -93 0 1948 -103 2117 -238 -93 -196 65 16 0.0007251020000000885
184 4 -362 4391 3585 2290 3096 4391 2101 1295 3585 -297 -143 4727 0 2290 -154 4727 -65 65 16 0.0007342489999999646
186 4 -195 -35 7881 0 1999 3084 1085 0 -22 -57 1999 -35 -130 3084 -152 -57 -195 65 16 0.0007246379999998886
192 4 -271 -26 2352 3419 1067 0 3681 -39 2352 0 1363 -26 -97 3419 -110 -39 -271 65 16 0.0007420659999999302
194 4 0 1279 -12 1181 0 -82 -94 1181 -205 -193 0 -327 1279 -95 -82 -288 -193 65 15 0.000726588000000028
196 4 -68 1991 1118 0 2881 -45 1118 -15 1551 0 873 1991 -98 -45 -131 -15 -68 65 16 0.0007325549999999126
200 4 -115 2965 1792 1946 154 0 3591 -18 1792 0 1173 2965 -63 1946 -263 -18 -115 65 16 0.000727003999999809
202 4 6925 0 2493 -36 6925 -200 -100 0 -119 -155 2493 -136 -100 -319 -119 -219 6925 65 16 0.000744864999999928
205 4 -118 2209 0 4170 -107 2209 -96 475 0 -11 -118 -309 -96 -298 -107 -320 -118 65 16 0.0007306629999999092
208 4 -247 -55 990 0 3213 -112 990 -39 1992 0 611 -55 -174 -39 -231 -112 -247 65 16 0.0007393780000000127
209 4 -147 2582 1935 994 1641 2582 1588 941 1935 -76 -6 2679 0 994 -70 2679 -71 65 16 0.0007307610000002462
210 4 0 1018 -39 924 0 -84 -123 924 -156 -117 0 -370 1018 -127 -84 -244 -117 65 15 0.0007433390000000095
211 4 -289 1206 1107 3052 1945 2044 99 1206 -13 3052 -148 -66 4617 0 1945 -66 -273 65 16 0.0007350139999999783
213 4 -365 -84 1537 0 3107 -139 1537 -34 1815 0 303 -84 -260 -34 -315 -139 -365 65 16 0.0007319649999999456
214 4 -185 3013 2859 2161 2315 3013 852 698 2859 -69 -2 7740 0 2161 -67 7740 -116 65 16 0.0007318250000001303
217 4 -235 398 0 1946 -145 1742 0 -81 -226 1742 -137 398 -154 1946 -243 -81 -235 65 16 0.0007470489999998886
218 4 1664 0 1817 -87 1664 -174 -87 0 -116 -203 1664 -576 0 -576 1817 -182 -87 65 14 0.0007478389999997503
219 4 2403 0 7281 -33 2403 -123 -90 0 -148 -181 2403 -572 0 -572 7281 -190 -90 65 14 0.0007514390000000759
220 4 -219 778 540 2193 1653 0 2835 -27 540 0 238 778 -68 2193 -238 -27 -219 65 16 0.0007260889999998188
221 4 -134 1648 1183 0 82810 -3 1183 -11 -8 0 465 1648 -142 -11 -221 -3 -134 65 16 0.0007427419999999074
223 4 -122 4469 3180 1787 3076 4469 2682 1393 3180 -120 -44 5865 0 1787 -44 -46 3076 65 16 0.0007259390000000643
224 4 -62 0 3014 -46 1185 0 -63 -109 1185 -108 -62 -179 3014 -180 -63 -242 -62 65 16 0.0007382540000000493
225 4 -246 -30 2002 3714 1712 2795 1083 0 3861 -13 1712 0 2002 -112 3861 -134 1083 65 16 0.0007232179999998589
226 4 0 5893 -3 1360 0 -89 -92 1360 -92 -105 -3 -105 -102 5893 -102 -89 0 65 16 0.0007249400000000072
227 4 0 2798 -3 365 0 -85 -88 365 -200 -197 0 -355 2798 -108 -85 -305 -197 65 15 0.000717882000000003
228 4 -93 4730 3863 2122 2989 4730 2608 1741 3863 -74 -32 10819 0 2122 -32 -51 2989 65 16 0.0007242200000001642
231 4 -214 4385 3744 1905 2546 4385 2480 1839 3744 -190 -90 7190 0 1905 -90 -114 2546 65 16 0.0007325789999999
232 4 -216 3049 5391 4747 2405 3049 644 2986 5391 -401 -215 2986 2342 4747 -371 -185 5886 65 16 0.0007276800000000083
236 4 0 6441 -20 2013 0 -136 -156 2013 -189 -169 0 -518 6441 -200 -136 -369 -169 65 15 0.0007118010000000119
237 4 -113 0 2269 -50 1598 0 -15 -65 1598 -163 -113 -184 2269 -86 -15 -199 -113 65 16 0.000733437000000059
240 4 0 10966 -9 1410 0 -141 -150 1410 -155 -146 0 -507 10966 -211 -141 -357 -146 65 15 0.0007185979999999592
243 4 -300 -96 1462 0 1770 -137 796 0 24 -106 796 -96 -331 -137 -341 -106 -300 65 16 0.0007389380000000223
244 4 2500 0 24500 -5 2500 -35 -30 0 -120 -125 2500 -303 0 -303 24500 -79 -30 65 14 0.00072675099999997
246 4 -128 3293 2033 0 4224 -38 1260 3293 -112 -22 1260 0 1164 -22 -209 -38 -128 65 16 0.0007346550000000285
248 4 -158 1046 720 3079 2359 2685 326 1046 -36 3079 -244 -120 4679 0 2359 -124 4679 65 16 0.0007283170000000894
250 4 -26 3215 1821 2171 350 0 5359 -22 1821 0 1394 3215 -67 -22 -154 2171 -26 65 16 0.0007314729999998715
254 4 -117 0 4055 -40 1545 0 -116 -156 1545 -157 -117 -222 4055 -221 -116 -338 -117 65 16 0.0007355720000001842
256 4 -270 1617 1456 1011 1172 1617 606 445 1456 -242 -79 2501 0 1011 -163 2501 -28 65 16 0.0007358020000001186
259 4 -238 -42 2381 3231 850 1540 690 0 4166 -38 850 0 2381 -112 4166 -126 690 65 16 0.0007338479999998704
263 4 -144 930 1874 1486 944 1332 1874 -219 -76 1332 388 930 542 1486 -218 -75 2995 65 16 0.0007390040000001541
265 4 -355 -40 2264 3880 1616 3400 1784 0 6424 -44 1616 0 2264 -111 6424 -244 1784 65 16 0.0007210970000000039
266 4 -70 209 0 1486 -35 209 -18 1140 0 -35 -70 -126 -18 -91 -35 -143 -70 65 16 0.000728988000000097
267 4 -310 2402 1675 2722 1047 1774 727 2402 -123 2722 -336 -157 3904 0 1675 -157 -310 65 16 0.0007295690000002075
268 4 -294 1586 1179 2627 1448 1855 407 1586 -7 2627 -269 -81 3658 0 1448 -188 3658 65 16 0.0007376509999998948
269 4 -354 5049 4746 2489 2792 5049 2560 2257 4746 -328 -104 6366 0 2489 -224 6366 -26 65 16 0.0007308070000000555
270 4 -165 -46 1301 1924 623 1201 578 0 2064 -6 623 0 1301 -75 2064 -90 578 65 16 0.0007313710000000917
272 4 -217 -18 5270 0 2052 3962 1910 0 -50 -68 2052 -18 -72 3962 -122 -68 -217 65 16 0.0007343580000001015
273 4 -145 1090 2307 1217 0 3481 -36 1090 0 -109 -145 -185 2307 -76 -36 -260 -145 65 16 0.0007400400000001639
274 4 -26 2521 1748 2363 615 1388 773 2521 -232 -46 3044 0 1748 -186 3044 -118 615 65 16 0.0007304439999999968
275 4 -185 3216 1625 1642 17 1608 1591 3216 -32 1642 -226 -76 4422 0 1625 -76 -185 65 16 0.0007357559999998653
278 4 2112 0 631 -16 1 0 -108 -131 631 -23 2112 -70 1 -178 -108 -185 2112 65 16 0.0007376729999999387
280 4 -250 2596 1606 0 3915 -66 990 3135 2145 0 990 2596 -80 3135 -272 -66 -250 65 16 0.0007363529999999674
281 4 -16 875 0 2539 -41 875 -159 -118 0 665 -16 -135 -41 -278 -159 -253 -16 65 16 0.000729081999999881
282 4 0 4361 -8 2326 0 303 -1 2326 -82 -74 0 -121 4361 -8 303 -82 -74 65 15 0.000722780000000034
283 4 -131 3373 2475 0 5040 -31 898 3373 -103 -31 -233 -59 898 0 -28 -59 -131 65 16 0.0007265729999998971
287 4 -110 1167 613 0 1273 -45 554 1167 -136 -45 -208 -19 642 0 554 -19 -110 65 16 0.0007374630000001048
291 4 1809 0 1379 -96 1809 -174 -48 0 -101 -197 1379 -144 -48 -275 -101 -227 1809 65 16 0.0007345570000001356
293 4 -130 3531 2387 0 4311 -32 1144 3531 -42 2300 1156 0 1144 2300 -121 -32 -130 65 16 0.0007881400000000482
296 4 -47 1745 1362 0 1784 -19 383 1745 -164 -19 -92 687 383 0 304 687 -47 65 16 0.0007326429999998663
298 4 -178 3620 2856 2024 2788 3620 1596 832 2856 -139 -25 4314 0 2024 -114 4314 -39 65 16 0.0007408659999998957
299 4 -203 -31 5815 0 2125 2370 245 0 -16 -47 245 -31 -88 2370 -104 -47 -203 65 16 0.0007371130000000115
302 4 -232 2569 0 2038 -66 366 0 -29 -137 366 -108 2569 -161 2038 -190 -29 -232 65 16 0.000750845
303 4 1479 0 3578 -31 1479 -51 -20 0 -146 -177 1479 -423 0 -423 3578 -95 -20 65 14 0.0007472230000000746
305 4 -345 1952 1930 4215 2285 2307 22 1952 -9 4215 -302 -115 4654 0 2285 -115 -273 65 16 0.0007420009999998811
306 4 11736 0 2494 -17 11736 -162 -82 0 -89 -106 2494 -99 -82 -251 -89 -169 11736 65 16 0.0007333370000000006
307 4 -257 -63 2145 2488 343 0 2661 -25 343 -21 1228 0 2145 -67 2661 -190 1228 65 16 0.0007302390000001324
308 4 -56 3091 2089 0 4425 -25 2089 -20 208 0 1002 3091 -61 -25 -179 -20 -56 65 16 0.0007355559999999706
310 4 -39 4631 0 2361 4132 1771 0 -94 -108 2361 -14 4631 -196 -94 -133 1771 -39 65 16 0.0007237360000000859
313 4 -89 4867 0 2268 -19 145 0 -50 -139 2268 -89 -210 -19 -260 -139 -330 -89 65 16 0.0007196329999998863
316 4 0 1483 -23 1101 0 -36 -59 1101 -220 -197 0 -350 1483 -67 -36 -264 -197 65 15 0.0007297319999999274
317 4 -166 4756 4500 2376 2632 4756 2380 2124 4500 -151 -23 5870 0 2376 -128 5870 -15 65 16 0.0007287240000000139
318 4 0 6116 -18 2247 0 -44 -62 2247 -214 -196 0 -406 6116 -93 -44 -289 -196 65 15 0.0007424970000000641
319 4 -109 1651 1712 61 0 14721 -12 1651 0 -97 -109 -176 1712 -79 -12 -216 -109 65 16 0.0007330550000002045
320 4 -358 2863 1562 2051 489 1790 1301 2863 -102 2051 -390 -167 2962 0 1562 -223 2962 65 16 0.0007209020000000788
321 4 -54 3700 1906 0 6226 -2 1794 3700 -17 -2 -88 -39 1794 0 -37 -39 -54 65 16 0.0007232059999999763
325 4 -189 2878 1857 4279 2422 0 5728 -13 1857 0 1021 2878 -17 4279 -139 -13 -189 65 16 0.0007256279999998672
327 4 -103 2427 3176 749 0 167463 -2 2427 0 -101 -103 -209 3176 -108 -2 -241 -103 65 16 0.0007345359999999523
328 4 -51 3162 2214 0 4468 -39 948 3162 -204 -39 -219 2621 1673 0 948 2621 -51 65 16 0.0007277070000000219
329 4 -200 -36 2265 0 2924 -73 405 0 365 -55 405 -36 -182 -55 -219 -73 -200 65 16 0.0007305790000000645
331 4 -307 -67 2411 0 2982 -113 1212 0 1251 -87 1212 -67 -281 -87 -327 -113 -307 65 16 0.0007320740000000825
335 4 -230 3559 3269 1777 2067 3559 1782 1492 3269 -177 -40 3930 0 1777 -137 3930 -53 65 16 0.0007204210000000266
340 4 -334 -105 1570 0 2643 -177 1570 -108 444 0 96 -105 -403 -177 -406 -108 -334 65 16 0.0007394290000000137
341 4 -140 696 361 2331 1970 2305 335 696 -1 2331 -295 -101 2860 0 1970 -194 2860 65 16 0.0007302360000001062
346 4 -338 2262 2022 3753 1731 1971 240 2262 -83 3753 -206 -91 6083 0 2022 -115 6083 65 16 0.0007355300000000398
351 4 -291 4612 4668 2440 2384 4612 2228 2284 4668 -423 -243 2284 56 2440 -312 -132 6039 65 16 0.0007222190000000239
353 4 -351 2111 2008 1262 1365 2111 849 746 2008 -310 -75 2534 0 1262 -235 2534 -41 65 16 0.0007257249999998994
354 4 -166 3812 0 1739 3130 1391 0 -109 -110 1391 -1 3812 -26 1739 -135 -109 -166 65 16 0.0007276119999999331
357 4 -166 1407 1163 3366 2203 2447 244 1407 -28 3366 -143 -65 3864 0 2203 -78 3864 65 16 0.0007367570000000878
358 4 -179 2311 1537 0 2856 -59 774 2311 -151 -31 774 0 334 -31 -254 -59 -179 65 16 0.0007183170000000239
359 4 -180 2123 1631 2207 576 1068 492 2123 -2 2207 -251 -100 3002 0 1631 -151 3002 65 16 0.0007225820000000827
361 4 -216 200 2384 2184 0 14144 -21 2184 -124 -103 0 200 -113 14144 -239 -103 -216 65 16 0.0007293630000000384
363 4 0 638 -24 348 0 -154 -178 348 -218 -194 0 -505 638 -198 -154 -392 -194 65 15 0.0007399389999998007
364 4 -354 -124 1806 0 3053 -130 1726 0 476 -62 1726 -92 1806 -192 3053 -162 476 65 16 0.0007321000000000133
367 4 -22 2647 1586 2016 430 1491 1061 2647 -201 -82 4735 0 1586 -119 4735 -187 430 65 16 0.000725198000000038
370 4 -364 -174 259327 0 1499 -1 259327 -190 -17 0 -1 -2 1499 -18 -17 -191 -1 65 16 0.0007359760000000826
372 4 -202 6805 4707 2446 4544 6805 4359 2261 4707 -191 -48 6988 0 2446 -48 -59 4544 65 16 0.0007293049999999024
373 4 -150 2637 2277 0 3438 -78 360 2637 -278 -78 -252 1072 712 0 360 1072 -150 65 16 0.0007258399999998666
377 4 -126 2463 0 5295 -60 2463 -55 449 0 -66 -126 -250 -55 -184 -60 -255 -126 65 16 0.0007338179999998307
379 4 -242 -7 1978 0 647 804 157 0 -109 -116 647 -7 -17 804 -126 -116 -242 65 16 0.0007139659999999548
380 4 -327 -67 1444 3606 2162 0 4875 -77 1444 0 123 -67 -167 3606 -177 -77 -327 65 16 0.0007394439999999225
383 4 3477 0 2024 -39 3477 -130 -63 0 -128 -167 2024 -102 -63 -258 -128 -195 3477 65 16 0.000727597999999885
387 4 -49 2572 0 2385 -36 125 0 -37 -86 125 -49 -214 -36 -251 -86 -264 -49 65 16 0.0007277730000001537
388 4 -150 2628 2604 2095 2119 2628 533 509 2604 -100 -20 4911 0 2095 -80 4911 -50 65 16 0.0006899859999998093
391 4 -431 3640 1893 2614 721 2468 1747 3640 -64 2614 -449 -205 4723 0 1893 -205 -431 65 16 0.0006913980000000652
393 4 3466 3101 2279 2644 3466 1187 822 3101 -328 -159 5188 0 2279 -159 -187 2644 365 65 16 0.0006865170000001086
397 4 -259 1960 4302 4096 2342 2548 4302 -278 -128 4096 1754 1960 206 2548 -169 -19 5551 65 16 0.0006991039999999504
399 4 -436 -36 2359 3785 1426 2504 1078 0 4348 -27 1426 0 2359 -217 4348 -219 1078 65 16 0.0006820139999998975
400 4 -207 1384 942 2984 2042 2484 442 1384 -33 2984 -206 -73 3961 0 2042 -133 3961 65 16 0.0006891659999999078
401 4 -39 2097 0 1839 -23 146 0 -62 -101 146 -39 -153 -23 -215 -101 -231 -39 65 16 0.0006954700000001424
403 4 -228 221 206 0 2594 -42 15 221 -249 -42 -270 -21 2376 0 15 -21 -228 65 16 0.0007069069999998678
404 4 -98 3811 2247 2312 65 1629 1564 3811 -292 -105 4854 0 2247 -187 4854 -210 65 65 16 0.0006918240000000075
406 4 5607 0 1800 -26 5607 -101 -20 0 -132 -158 1800 -46 -20 -233 -132 -213 5607 65 16 0.0006899490000000785
409 4 2400 0 11142 -14 2400 -76 -62 0 -143 -157 2400 -415 0 -415 11142 -127 -62 65 14 0.0007144919999999555
410 4 -463 1800 1342 801 1259 1800 999 541 1342 -344 -167 1928 0 801 -167 -286 1259 65 16 0.0006892910000000363
417 4 -89 2496 2120 0 4737 -47 376 2496 -162 -47 -231 1863 1487 0 376 1863 -89 65 16 0.0006918899999999173
418 4 -32 0 2345 -48 1425 0 -164 -212 1425 -80 -32 -111 2345 -243 -164 -275 -32 65 16 0.0007025400000000293
420 4 -251 6119 4356 2179 3942 6119 3940 2177 4356 -177 -69 9280 0 2179 -108 9280 -74 65 16 0.0006980539999998925
421 4 -322 3951 3941 2404 2414 3951 1547 1537 3941 -319 -81 4757 0 2404 -238 4757 -3 65 16 0.0007105929999999816
423 4 -182 4750 3765 2490 3475 4750 2260 1275 3765 -145 -50 6426 0 2490 -95 6426 -37 65 16 0.0006909820000000622
