1 35 -353 -108 26757 26504 26188 26501 26754 26441 26757 26423 26736 26483 26170 26504 26118 26431 26684 26371 26757 26237 26732 27045 26792 26479 26732 26416 26729 27045 26711 26458 26792 26476 26729 26395 26711 26398 1226 35 0.008776662000000046
2 35 -45 29474 29152 29469 29087 29409 29092 29474 29068 29385 29063 29469 29020 29342 29025 29474 29023 29340 29018 29469 28927 29249 28932 29474 29152 29469 29087 29409 29092 29474 29068 29385 29063 29469 29020 29342 1226 23 0.008459992000000138
3 35 -311 -72 31298 30887 31288 30673 31084 30683 31298 30605 31006 30595 31288 30592 31003 30602 31298 30563 31293 30882 31283 30668 31079 30678 31293 30600 31001 30590 31283 30587 30998 30597 31293 30516 31251 30840 1226 35 0.008558878000000103
4 35 -274 -33 30384 30030 29586 30144 29584 30076 29518 30110 29618 30062 29470 30030 29387 30082 29638 30130 29570 30162 29670 30114 29522 30082 29142 30133 29689 30043 29483 30126 29772 29129 29721 30075 29483 30041 1226 35 0.008357732999999978
5 35 -327 -81 34731 34256 34612 34134 34609 34253 34731 34028 34384 33909 34612 33895 34370 34014 34731 33988 34344 33869 34705 34349 33871 34346 34702 34227 34705 34002 34477 34121 33646 34389 33911 34386 33669 34372 1226 35 0.008803729000000038
6 35 -287 -60 29704 29309 28906 29465 28999 29402 28929 29395 28992 29465 28986 29389 28923 29402 28843 29507 29104 29499 29026 29492 29097 29500 29034 29507 29028 29494 29091 29486 29020 29499 28888 29447 29052 29455 1226 35 0.008297666000000037
7 35 -480 -243 -20 30625 30277 30653 30262 30610 30234 30625 29781 30553 30929 30581 30205 30735 30344 30720 30190 30736 30360 30708 30162 30692 30344 29814 30360 29588 30432 29886 30416 29572 30344 29497 30476 29946 1226 35 0.00982511499999994
8 35 -738 -493 -250 -16 34668 34042 34729 33883 34678 33991 34617 33822 34766 34140 34647 33766 34612 34105 34731 33885 34766 33749 34595 33969 34764 33918 34605 33810 34656 33969 34476 33630 34774 34267 33386 34403 1226 35 0.00832646799999992
9 35 -362 -114 28767 28350 28780 28312 28729 28299 28767 28144 28574 28157 28780 28115 28777 28347 28764 28296 28726 28309 28777 28154 28571 28141 28764 28102 28767 28350 28780 28312 28729 28299 28767 28144 28574 28157 1226 26 0.008455526000000102
10 35 -149 28201 28474 28073 28511 28238 27830 28231 28504 28103 28511 28028 28429 28156 27755 28283 27875 28276 27838 28246 28519 28118 27845 28283 27679 28162 28435 28027 28428 28155 27754 28162 27724 28125 28398 27997 1226 35 0.008307657000000024
11 35 -796 -548 -311 -88 30421 30055 30445 29857 30375 30741 30351 29985 30375 29619 30445 29927 30443 30053 30419 29903 30491 30125 29537 30176 29393 30149 29510 30098 30488 29900 30418 30028 30394 29876 30464 30098 1226 35 0.00837753100000005
12 35 -49 28870 28603 28258 28525 28870 28422 28155 28603 28107 28374 28870 28352 28085 28603 27749 28615 28882 28537 28270 28615 28167 28434 28882 28386 28119 28615 28097 28364 28882 28016 28870 28603 28258 28525 28870 1226 31 0.008282973999999887
13 35 -816 -567 -330 -96 26923 26664 26338 26621 26880 26597 26923 26465 26935 26676 26350 26633 26892 26609 26935 26365 26823 27106 26847 26564 26936 26610 26893 27152 26869 26610 26238 26619 26902 27161 26878 26619 1226 35 0.008599825999999977
14 35 -514 -264 -18 30609 30358 30093 30355 30606 30344 30609 30139 30549 30811 30560 30298 30549 30284 30546 30811 30401 30150 30560 30295 30546 30136 30606 30355 30093 30358 30609 30344 30606 30020 30430 30695 30444 1226 35 0.00837150699999989
15 35 -275 -34 32222 31822 31233 31981 31392 31981 31106 31791 32191 31602 32191 31506 32148 31748 31159 31844 31202 31791 31043 31918 31329 31971 31286 31875 31233 31981 31392 31981 31106 31791 32191 31602 32191 31506 1226 30 0.008382008000000107
16 35 -412 -162 29742 29224 29659 29065 29583 29148 29742 29123 29558 29040 29659 29038 29556 29121 29742 29105 29540 29022 29659 28987 29749 29314 28720 29392 28773 29367 28746 29365 28771 29392 28755 29349 28730 29367 1226 35 0.007816684999999879
17 35 -334 -94 34791 34535 34172 34428 34791 34316 34060 34535 34025 34281 34791 34272 34016 34535 33947 34563 34819 34456 34200 34563 34088 34344 34819 34309 34053 34563 34044 34300 34819 34203 34791 34535 34172 34428 1226 32 0.008280904000000033
18 35 -672 -437 -203 29569 29843 29585 29311 29569 29232 29606 29880 29622 29348 29606 29187 29524 29798 29540 29266 29524 29150 29569 28941 29552 29826 29568 29294 29552 29215 29589 29863 29605 29331 29589 29170 29507 1226 35 0.007852943999999917
19 35 -454 -209 29383 29765 30051 29669 29383 28926 29308 29765 29211 29497 30051 29594 29308 28754 29436 29722 29340 29797 29511 29054 29436 28870 29424 29710 29328 29785 29499 29042 29424 28803 29369 29655 29273 29730 1226 35 0.009394561999999995
20 35 -328 -86 30363 30070 29615 29947 30270 30563 30240 29947 29398 30103 29771 30094 29434 29983 30315 30608 30285 29992 30315 29766 30221 30514 30191 29898 30221 29889 30182 30514 30059 30608 30276 29983 29660 30115 1226 35 0.007938374999999942
21 35 -309 -64 27243 26918 26573 27218 26801 27146 27471 27126 26801 26316 26733 27218 26703 27048 27373 27028 26703 26286 26801 26261 26678 27218 26651 26996 27321 26976 26651 26234 26969 26484 26901 27226 26809 27154 1226 35 0.008038620999999857
22 35 -283 -46 32626 32295 32690 32353 32684 32289 32626 32058 32453 32122 32690 31910 32678 32341 32672 32277 32614 32283 32678 32110 32441 32104 32672 31904 32684 32353 32690 32295 32626 32289 32684 32116 32453 32122 1226 34 0.007865891999999874
23 35 28165 28565 28306 28013 28272 28565 28219 27960 28306 27929 28188 28565 28053 27794 28306 27906 28165 27872 28272 27926 28219 27842 28188 27895 28272 28565 28306 28013 28272 27760 28053 28565 28219 27960 28306 27929 1226 27 0.00802963499999998
24 35 -838 -589 -341 -103 31422 31044 30519 31141 30615 31216 30594 31197 30596 31122 30519 31120 30594 31119 30518 31140 30615 31039 31417 30993 30615 29993 30795 31173 30391 31013 31437 31059 30635 31161 30539 31142 1226 35 0.007922619999999991
25 35 -654 -412 -170 28250 27994 27618 27922 28216 28472 28178 27922 27511 27887 28181 28437 28143 27887 27583 27994 27566 27870 28164 28420 28126 27870 27494 27922 28216 28472 28178 27922 27618 27994 28250 27874 28178 1226 31 0.007940149999999813
26 35 -257 -9 30973 31295 31030 30761 31026 31295 30835 31270 31005 30736 31001 31270 30948 30683 31005 30570 31086 30817 31082 30760 31029 30764 31086 30611 31071 30802 31067 30745 31014 30749 31071 30555 31030 31295 1226 35 0.007999260999999924
27 35 -219 34126 33822 33320 33865 33314 33816 34120 33618 33314 32769 33320 33624 34126 33575 34120 33569 34120 33239 33790 33486 32984 33865 33320 33822 34126 33575 33271 33822 33271 33816 34120 33618 33314 33865 33314 1226 32 0.008057836999999957
28 35 -440 -196 29529 29197 28724 29266 28742 29259 28717 29241 28724 29056 29529 29005 29547 29215 28742 29074 29547 28994 29518 29186 28713 29266 28724 29197 29529 28976 29518 29045 28713 29230 28706 29259 28742 29266 1226 35 0.007899142000000081
29 35 -430 -180 30382 30890 30609 30314 30595 30890 30451 30883 30602 30307 30588 30883 30375 30814 30533 30238 30519 30814 30382 30101 30609 30890 30382 30087 30595 30890 30451 30883 30602 30307 30588 30883 30375 30814 1226 26 0.007981499000000003
30 35 -224 31197 31481 31192 30908 31197 30894 31178 31481 31148 30864 31197 30748 31032 31481 30954 30670 31197 30600 30884 31481 31197 30591 30875 31481 31192 30908 31197 30894 31178 31481 31148 30864 31197 30748 31032 1226 24 0.007841372999999985
31 35 -189 31544 31265 30699 31090 31369 30978 31544 30926 31317 31038 30647 31265 30613 31351 30785 31176 31455 31064 30785 30167 30819 31210 31489 31098 30819 30090 30708 31274 31553 30987 31378 31099 30708 30987 30369 1226 35 0.008166475999999978
