1 37 -336 -91 28800 29113 28860 28547 28996 28680 28993 29246 28933 28680 28346 28662 28996 28610 28923 29176 28863 28610 28294 28680 28231 28726 28979 28645 28961 28708 28392 28726 28340 28656 28969 29222 28909 28656 28322 28708 1370 37 0.01034699700000008
2 37 -80 30397 30075 30392 30010 30416 30099 30421 30015 30397 29948 30354 30671 30349 30032 30354 29972 30421 29970 30352 30669 30347 30030 30352 29946 30397 30075 30392 30010 30416 30099 30421 30015 30397 29948 30354 30671 30349 1370 25 0.009866698000000174
3 37 33654 34098 34509 34108 33697 34098 33405 33816 34509 34065 33664 34108 33415 33816 33372 34065 33654 33253 33697 33004 33415 32971 33664 33253 32560 33771 33075 33768 33038 33734 33041 33771 33036 33729 33033 33768 32991 33687 1370 37 0.010114996999999848
4 37 -205 33402 33048 32556 33114 32554 33046 33400 32908 33386 33032 32554 32908 32350 32910 33402 32842 33400 32808 33368 33014 32522 33114 32471 32963 33317 32825 33303 32949 32471 32825 32267 32910 33388 33034 32556 33114 32554 1370 35 0.010559419999999875
5 37 -394 -148 34915 34559 34962 34487 34843 34440 34915 34436 34839 34483 34962 34259 34976 34573 34929 34454 34857 34501 34976 34497 34853 34450 34929 34212 34915 34559 34962 34487 34843 34440 34915 34436 34839 34483 34962 34259 1370 26 0.01019457800000012
6 37 -334 -107 32076 31681 32154 31688 32083 31610 32156 31761 31215 31826 31212 31758 32153 31607 32080 31685 32151 31678 32073 31607 31212 31685 31074 31909 31436 31902 31238 31852 31386 31932 31318 31929 31383 31856 31245 31909 1370 37 0.010033862999999865
7 37 -271 -26 34229 33881 34257 33727 34234 33858 34206 33699 34229 33596 34103 34479 34131 33755 34103 33573 34206 33434 34229 33722 34252 33904 33374 33881 34257 33750 34098 33722 33374 33750 33117 34004 33628 33976 33181 33953 1370 36 0.010064861000000036
8 37 -138 32835 32170 32796 32130 32795 32169 32835 32148 32774 32109 32796 32045 32710 32084 32835 32077 32703 32038 32796 32024 32689 32063 32835 32170 32796 32130 32795 32169 32835 32148 32774 32109 32796 32045 32710 32084 32835 1370 23 0.009992390000000073
9 37 -448 -212 29932 30205 29804 29531 29948 29518 29919 30192 29791 29518 29101 29569 29842 29374 29804 29321 29944 29671 29241 29658 29931 29514 29944 29282 29765 30182 29909 29492 29893 30166 29765 29492 29062 29530 29947 29479 1370 37 0.010050844000000003
10 37 -38 30978 30612 30204 30732 30294 30702 30186 30624 30990 30582 30216 30732 30107 30711 30273 30681 30165 30603 30969 30561 30195 30711 30183 30591 30957 30549 30183 29745 30451 29935 30463 29859 30484 29956 30472 29847 30451 1370 37 0.010014422000000023
11 37 -489 -241 -4 30518 30966 30378 30896 30448 30966 30448 30944 30426 30944 30305 30893 30397 30915 30397 30845 31235 30787 30397 29879 30656 30068 30707 29951 30539 30987 30399 30917 30469 30987 30469 30965 30447 30965 30326 1370 37 0.010014548000000012
12 37 -258 -9 31449 31190 30923 31182 31449 30979 31351 31696 31437 31170 31429 31696 31324 31065 31437 31092 31351 31084 31429 31057 31324 30979 30720 31190 31449 31182 30923 31190 30620 30992 31337 31596 31329 31070 31337 30965 1370 37 0.009985700999999958
13 37 -207 28439 28722 28987 29238 28976 28725 28987 28704 28955 29238 28973 28722 28460 28725 28442 28704 28439 28690 28973 28711 28976 28693 28955 28690 28428 28711 28460 28177 28442 28693 28428 28177 28439 28722 28987 29238 28976 1370 33 0.010218570000000149
14 37 -501 -260 -28 34657 34257 33847 34413 33728 34317 33751 34337 33748 34314 33728 34247 34657 34138 34538 34128 34647 34247 33681 34429 33910 34320 33572 34257 34657 33972 34561 34161 34680 34270 34670 34151 34561 33686 34657 1370 37 0.00979028500000001
15 37 29987 31373 30938 30420 31041 30452 30970 30376 30965 30447 31041 30422 30940 31375 30857 30422 29833 30762 30168 30787 30166 30760 30141 30762 30125 30744 30150 30787 30145 30739 30120 30762 30090 30709 30115 30787 30025 30619 1370 37 0.009659081999999986
16 37 -695 -464 -236 -11 35431 35794 35275 35785 35422 34912 35541 34953 35472 34856 35444 34925 35541 34819 35338 35701 35182 35692 35329 35804 35294 35657 35182 34819 35329 34741 35463 34953 35541 34912 35431 35794 35275 35785 1370 34 0.009594611999999891
17 37 -105 30807 31591 31865 32123 31867 31609 31865 31528 31786 32123 31849 31593 31867 31530 31786 31512 31849 31591 31335 31609 31272 31530 31256 31593 31335 30998 31272 31528 31865 32123 31867 31609 31865 31591 31254 31528 31786 1370 32 0.0095714360000001
18 37 -142 30789 30503 30121 30675 30961 30504 30886 30600 30218 30675 30109 30491 30777 30395 30961 30407 30789 30332 30886 30320 31002 30716 30334 30620 31002 30448 30905 30619 30237 30523 30905 30284 30850 30564 30182 30736 30279 1370 37 0.00929221899999999
19 37 -81 32789 32496 32828 32373 32696 32989 32666 32373 32041 32496 32819 32364 32696 32147 32602 32895 32572 32279 32828 32168 32491 32784 32461 32168 31836 32541 32834 32379 32711 33034 32741 32418 32711 32162 32822 32529 32197 1370 37 0.009514151000000082
20 37 27260 29657 30197 29872 29535 29860 30197 29852 29527 29872 29455 29780 30197 29712 29387 29872 29357 29682 30197 29646 29321 29872 29332 29657 30197 29872 29535 29860 30197 29852 29527 29872 29455 29780 30197 29712 29387 29872 1370 23 0.009313444000000004
21 37 32558 33945 33614 33219 33761 34092 33550 33945 33377 33919 33588 33193 33761 32994 33389 33720 33325 34092 33524 33919 33152 34092 33697 33366 33761 34092 33550 34118 33787 33392 33723 34118 33350 34117 33786 33391 33722 34117 1370 35 0.009657256999999975
