-1 15 1 9839 1 1 1 1 1 1 0 1 1 1 1 0 0 1 0 240 4.882e-06
-2 15 1 13292 1 1 1 1 1 1 1 1 0 0 1 1 0 0 0 15 1.939e-06
-3 15 1 12245 1 1 1 1 1 1 1 0 0 1 0 1 0 1 0 121 3.362e-06
-4 15 1 13406 1 1 1 1 1 1 1 0 1 1 0 1 1 0 0 94 2.924e-06
-5 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 55661 0.000535217
-6 15 1 15220 1 1 1 1 1 1 1 1 0 1 0 0 0 0 1 21 1.981e-06
-7 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 59963 0.000565768
-8 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 61125 0.000574769
-9 15 1 12219 1 1 1 1 1 1 0 1 0 1 1 0 1 0 1 98 3.097e-06
-10 15 1 13662 1 1 1 1 1 1 0 1 1 1 0 1 0 1 0 104 3.09e-06
-11 15 1 14956 1 1 1 1 1 1 1 0 1 0 1 0 0 1 0 77 2.694e-06
-12 15 1 15236 1 1 1 1 1 1 1 1 1 1 0 0 1 0 0 16 1.949e-06
-13 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 62727 0.000602049
-14 15 1 13634 1 1 1 1 1 1 1 1 1 0 0 1 0 0 0 15 1.925e-06
-15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 58403 0.000558706
-16 15 1 14604 1 1 1 1 1 1 1 0 0 1 1 1 0 0 0 69 2.605e-06
-17 15 1 14519 1 1 1 1 1 1 1 1 1 0 0 1 0 0 0 15 1.855e-06
-18 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 62985 0.000598497
-19 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60677 0.000590486
-20 15 1 13264 1 1 1 1 1 0 1 1 0 0 1 1 1 0 1 454 6.544e-06
-21 15 1 12849 1 1 1 1 1 1 1 1 0 0 0 1 1 1 0 32 2.093e-06
-22 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60477 0.00056176
-23 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 62153 0.000566605
