-1 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000528168
-2 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000537441
-3 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000556608
-4 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000575394
-5 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.00056569
-6 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000549499
-7 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000523132
-8 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000540806
-9 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000532357
-10 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000521053
-11 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000527725
-12 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.00051927
-13 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000520421
-14 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000531224
-15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000521224
-16 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000521975
-17 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000547749
-18 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000536543
-19 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000538115
-20 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000535633
-21 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000534038
-22 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000543995
-23 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000537926
-24 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000545398
-25 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000540055
-26 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000545854
-27 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000547079
-28 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000570921
-29 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000595321
-30 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32768 0.000558986
